#Locus	GC%
loc54184	0.5919
loc875167	0.5947
loc784422	0.5618
loc654822	0.4738
loc278650	0.5295
loc794948	0.5265
loc94824	0.3462
loc797045	0.4846
loc76909	0.5116
loc685365	0.6326
loc346261	0.5174
loc202261	0.5254
loc168218	0.6721
loc594623	0.5103
loc594624	0.4536
loc333644	0.5331
loc166981	0.4977
loc879059	0.5540
loc594628	0.3277
loc857700	0.6083
loc832887	0.5468
loc804448	0.4947
loc174380	0.3737
loc610765	0.5466
loc206155	0.6175
loc324915	0.5192
loc206156	0.5808
loc776561	0.4606
loc447978	0.3345
loc355453	0.5354
loc550562	0.4224
loc67267	0.5407
loc645184	0.4431
loc758649	0.4275
loc250312	0.4852
loc419545	0.4698
loc291374	0.5312
loc314401	0.4292
loc831551	0.5326
loc128039	0.4172
loc831552	0.4748
loc476322	0.4753
loc119301	0.3949
loc490367	0.5464
loc119306	0.6124
loc407792	0.5646
loc505077	0.5619
loc609809	0.4706
loc594174	0.4658
loc336217	0.5326
loc71242	0.4590
loc382577	0.3858
loc871290	0.4975
loc125474	0.5431
loc211919	0.5232
loc807019	0.5620
loc599840	0.3433
loc143395	0.4888
loc319166	0.5684
loc826719	0.5446
loc698907	0.4402
loc468465	0.2692
loc157798	0.5517
loc331005	0.5058
loc745575	0.5081
loc480304	0.5582
loc848523	0.5479
loc640436	0.5448
loc619860	0.5849
loc187920	0.5717
loc381247	0.6499
loc541376	0.4802
loc491694	0.5387
loc644322	0.5521
loc818851	0.5125
loc832893	0.5268
loc793620	0.6153
loc378593	0.5341
loc142070	0.4764
loc305222	0.5415
loc415663	0.5055
loc672769	0.4960
loc142076	0.5233
loc49356	0.3987
loc731638	0.5811
loc875639	0.5928
loc246806	0.5331
loc250323	0.5037
loc844183	0.5597
loc554455	0.5061
loc199222	0.6016
loc582897	0.5785
loc870420	0.4932
loc880946	0.5521
loc526020	0.5772
loc458418	0.5499
loc424859	0.5641
loc202734	0.4548
loc364651	0.5174
loc191903	0.5456
loc866908	0.5539
loc137232	0.5759
loc531321	0.5024
loc531322	0.4888
loc657408	0.5037
loc705853	0.4062
loc641770	0.4880
loc524790	0.5057
loc220664	0.5395
loc792309	0.4399
loc478981	0.5472
loc446665	0.3658
loc867774	0.5701
loc869019	0.3571
loc114103	0.6193
loc159040	0.4050
loc499926	0.5922
loc839342	0.3846
loc114107	0.5543
loc423532	0.5593
loc878200	0.5042
loc839345	0.4471
loc812325	0.4876
loc393005	0.3774
loc709746	0.4800
loc567535	0.5276
loc713264	0.5046
loc228431	0.4547
loc334999	0.5728
loc182263	0.5572
loc345414	0.5986
loc94840	0.3519
loc409504	0.5264
loc214037	0.5211
loc649546	0.4972
loc635146	0.4174
loc813193	0.5691
loc246357	0.4950
loc413025	0.4721
loc187930	0.6018
loc722451	0.5370
loc589343	0.4749
loc93069	0.4650
loc333661	0.4527
loc301349	0.5285
loc740375	0.4636
loc495583	0.4155
loc449230	0.5702
loc500336	0.5396
loc713720	0.5070
loc142081	0.4700
loc600261	0.5435
loc80900	0.5769
loc518625	0.4212
loc381711	0.5596
loc232416	0.5301
loc129837	0.5705
loc165670	0.5417
loc387795	0.5966
loc444023	0.5358
loc748152	0.4491
loc709297	0.5142
loc847218	0.5917
loc748154	0.5130
loc870432	0.5851
loc519492	0.4740
loc199236	0.5189
loc657415	0.3981
loc428751	0.4780
loc156940	0.5232
loc371204	0.5008
loc787017	0.6331
loc272145	0.4129
loc160464	0.5305
loc238951	0.4848
loc608048	0.4837
loc679220	0.4254
loc652201	0.5130
loc775263	0.5070
loc793181	0.5196
loc319180	0.5528
loc210157	0.6238
loc540521	0.4349
loc256874	0.4514
loc423543	0.4929
loc455861	0.6085
loc255099	0.5690
loc182271	0.4328
loc876972	0.5541
loc745592	0.4712
loc391780	0.5657
loc457108	0.4076
loc436169	0.4909
loc410929	0.5439
loc462405	0.5771
loc377742	0.5904
loc93071	0.4795
loc413031	0.4718
loc834140	0.3812
loc745598	0.4898
loc350726	0.6402
loc409518	0.5858
loc93076	0.4419
loc653077	0.4390
loc626420	0.5059
loc536098	0.3923
loc800587	0.6427
loc743401	0.5304
loc605482	0.4857
loc514740	0.5195
loc613806	0.5836
loc191465	0.5644
loc873009	0.5697
loc580258	0.4612
loc514746	0.5222
loc346299	0.5247
loc631727	0.5458
loc754789	0.4332
loc658748	0.5656
loc98749	0.5275
loc804477	0.5858
loc559685	0.5113
loc177432	0.5779
loc843333	0.5240
loc440145	0.5162
loc390459	0.5982
loc342865	0.4594
loc101044	0.5337
loc499486	0.4984
loc861259	0.4942
loc797534	0.4068
loc784915	0.4359
loc129847	0.5202
loc834603	0.4333
loc880961	0.5173
loc826287	0.3926
loc834607	0.6357
loc722923	0.4349
loc589815	0.5501
loc264748	0.4687
loc870440	0.5295
loc639503	0.5822
loc424877	0.4319
loc643020	0.5041
loc409061	0.5565
loc740843	0.4856
loc803154	0.4804
loc169570	0.5190
loc371218	0.5403
loc286554	0.5604
loc398239	0.5271
loc725036	0.5584
loc53353	0.5446
loc155178	0.5675
loc842018	0.5029
loc666611	0.5450
loc576289	0.4733
loc581590	0.5726
loc436171	0.4369
loc775277	0.5486
loc499949	0.5196
loc567553	0.3749
loc128529	0.5704
loc277825	0.6558
loc844662	0.3318
loc878222	0.4444
loc826747	0.4660
loc454091	0.4985
loc677999	0.5131
loc572854	0.5525
loc102370	0.5454
loc178767	0.5344
loc878229	0.5175
loc650986	0.5715
loc598099	0.5199
loc93084	0.5521
loc558823	0.3081
loc118019	0.4973
loc116778	0.4988
loc653087	0.3928
loc640467	0.5806
loc173554	0.3998
loc639054	0.5786
loc619897	0.5948
loc106264	0.5131
loc111561	0.5783
loc838042	0.4326
loc500355	0.5134
loc386943	0.4767
loc191478	0.5410
loc857742	0.4878
loc708446	0.5251
loc287884	0.5095
loc713748	0.5427
loc440156	0.6293
loc211492	0.4706
loc830729	0.5369
loc783140	0.6371
loc54685	0.4912
loc341093	0.4806
loc54686	0.5049
loc621226	0.4442
loc300042	0.4765
loc879551	0.5444
loc431423	0.4084
loc426128	0.5104
loc314444	0.3941
loc367700	0.4199
loc223700	0.4896
loc348005	0.6849
loc692408	0.3760
loc300049	0.5024
loc332366	0.5218
loc385623	0.5039
loc821080	0.4464
loc843800	0.4043
loc662733	0.5087
loc353309	0.5268
loc753479	0.4356
loc398246	0.5655
loc693272	0.5534
loc835485	0.4535
loc680653	0.6403
loc453234	0.5995
loc428779	0.5247
loc627763	0.3994
loc132050	0.5597
loc698943	0.5841
loc865611	0.4514
loc567565	0.4750
loc458907	0.4034
loc444509	0.4712
loc870914	0.5083
loc794995	0.6114
loc816242	0.4867
loc518196	0.5986
loc116784	0.5160
loc119807	0.5337
loc752158	0.5763
loc675813	0.4569
loc640474	0.5831
loc311894	0.5030
loc791014	0.4938
loc674034	0.5071
loc576751	0.4470
loc187961	0.5565
loc384309	0.4405
loc784479	0.4598
loc48525	0.5259
loc852084	0.6934
loc509463	0.5674
loc860404	0.5081
loc711109	0.4240
loc53825	0.5439
loc242952	0.5432
loc276512	0.4461
loc580279	0.5439
loc404325	0.4812
loc223258	0.6082
loc111576	0.5422
loc527389	0.5686
loc159536	0.4808
loc242958	0.4993
loc861270	0.4916
loc145138	0.4253
loc843358	0.6566
loc549190	0.4795
loc115463	0.5629
loc93554	0.4069
loc852541	0.4464
loc65120	0.5579
loc309157	0.5801
loc215391	0.5582
loc508143	0.5099
loc367711	0.4612
loc740861	0.4004
loc359393	0.5334
loc698499	0.5297
loc364690	0.6369
loc756507	0.5055
loc707132	0.5169
loc63886	0.6452
loc110254	0.5900
loc223719	0.4413
loc48072	0.4355
loc137278	0.6134
loc584622	0.5939
loc88712	0.5352
loc318349	0.5645
loc101521	0.5129
loc219287	0.4532
loc231123	0.5650
loc67778	0.3316
loc847701	0.5075
loc634318	0.5628
loc553171	0.5404
loc830280	0.5633
loc133844	0.6509
loc554953	0.4656
loc199721	0.6073
loc700683	0.5311
loc297006	0.5516
loc281363	0.5472
loc734243	0.5175
loc76960	0.5048
loc505580	0.5992
loc649581	0.3987
loc201453	0.4775
loc78205	0.3849
loc462434	0.4711
loc331054	0.5160
loc398710	0.4287
loc593816	0.4468
loc75188	0.7153
loc526527	0.4867
loc395692	0.4124
loc512128	0.5072
loc873032	0.4560
loc578008	0.4527
loc354640	0.5223
loc450683	0.5619
loc693748	0.4912
loc484244	0.6575
loc388203	0.5523
loc386962	0.5476
loc644375	0.5774
loc262122	0.5017
loc788379	0.4614
loc670618	0.5338
loc621241	0.5786
loc489913	0.5321
loc468974	0.5408
loc408220	0.5555
loc480811	0.3593
loc201916	0.5392
loc687120	0.4569
loc816713	0.4497
loc504269	0.5802
loc245077	0.5301
loc445842	0.3988
loc186651	0.5438
loc413527	0.5500
loc607217	0.5900
loc470301	0.5319
loc346782	0.4171
loc300069	0.5855
loc275202	0.4785
loc843820	0.4396
loc792355	0.3824
loc254267	0.4876
loc842044	0.4901
loc739464	0.5807
loc675377	0.5701
loc156985	0.4366
loc67781	0.5154
loc177925	0.5883
loc563696	0.6687
loc114150	0.5903
loc176149	0.5181
loc368594	0.5527
loc570239	0.5167
loc61707	0.4311
loc159091	0.5979
loc418284	0.5226
loc101536	0.4572
loc574120	0.4645
loc430120	0.5139
loc133855	0.4678
loc114159	0.4518
loc362519	0.6852
loc522648	0.5120
loc276076	0.4499
loc572881	0.4621
loc496003	0.4036
loc118043	0.5884
loc217107	0.4806
loc97912	0.4842
loc366404	0.5366
loc539154	0.5546
loc214089	0.5319
loc222408	0.5399
loc434012	0.4485
loc190639	0.6306
loc414854	0.5145
loc773119	0.4186
loc513919	0.4874
loc803648	0.3242
loc639081	0.5220
loc290562	0.4007
loc189225	0.4822
loc874822	0.4232
loc450691	0.4479
loc155667	0.5325
loc127230	0.3896
loc114613	0.6341
loc873047	0.4885
loc52067	0.4634
loc453719	0.4610
loc385191	0.4417
loc92703	0.5208
loc715010	0.5676
loc106296	0.5411
loc145153	0.6134
loc393513	0.5540
loc84387	0.4523
loc388218	0.6905
loc708475	0.5499
loc111596	0.4921
loc386977	0.5336
loc393516	0.5184
loc587204	0.5414
loc697647	0.4143
loc390496	0.5179
loc159559	0.4498
loc57737	0.5007
loc389081	0.5079
loc397401	0.5325
loc149042	0.5077
loc875697	0.6261
loc309171	0.5322
loc779657	0.5636
loc465011	0.5344
loc852563	0.5611
loc204034	0.5431
loc509944	0.5166
loc444077	0.5537
loc417420	0.5424
loc404800	0.4644
loc335418	0.5731
loc106755	0.6864
loc643065	0.4850
loc497337	0.5328
loc470317	0.5179
loc520005	0.4648
loc838536	0.4257
loc305747	0.4432
loc504732	0.5029
loc549670	0.4805
loc194075	0.4708
loc357229	0.4454
loc575910	0.5495
loc833323	0.5629
loc389548	0.5490
loc366410	0.4201
loc567597	0.5820
loc154808	0.4609
loc851245	0.4944
loc352012	0.5709
loc513921	0.4021
loc377791	0.5031
loc721648	0.5795
loc236815	0.4448
loc792820	0.4632
loc530060	0.4853
loc769609	0.5643
loc51209	0.4803
loc848590	0.5642
loc869531	0.5488
loc834192	0.4960
loc123356	0.5533
loc254737	0.5107
loc576783	0.5037
loc109322	0.5374
loc414868	0.5481
loc244220	0.4295
loc181914	0.3663
loc665330	0.5489
loc652710	0.4852
loc644393	0.4938
loc194538	0.5217
loc263921	0.4274
loc535734	0.4377
loc166102	0.5682
loc839865	0.5602
loc146945	0.5095
loc262145	0.4782
loc665338	0.5968
loc489930	0.5521
loc404359	0.4905
loc882240	0.5828
loc857787	0.4959
loc461135	0.5376
loc440197	0.5277
loc660121	0.5965
loc543143	0.4527
loc640965	0.4643
loc688925	0.5758
loc328881	0.3783
loc267817	0.5154
loc120798	0.4558
loc348044	0.4593
loc870490	0.5229
loc445866	0.4654
loc820259	0.4793
loc66934	0.5198
loc257301	0.6859
loc119382	0.4070
loc236363	0.5149
loc385661	0.2866
loc84854	0.5910
loc806225	0.4678
loc678414	0.5721
loc191978	0.5709
loc163543	0.4215
loc545797	0.4818
loc177944	0.4870
loc213231	0.5562
loc453273	0.4978
loc882701	0.4765
loc61721	0.4367
loc504744	0.5361
loc882705	0.4414
loc783642	0.4907
loc783643	0.4701
loc408706	0.4951
loc92264	0.6213
loc309643	0.5437
loc687605	0.5181
loc232938	0.5059
loc217122	0.5187
loc140415	0.4835
loc78231	0.6055
loc543608	0.5140
loc201480	0.5547
loc543609	0.5506
loc313166	0.4963
loc444548	0.5961
loc332864	0.5155
loc352023	0.5116
loc774912	0.6069
loc630912	0.5853
loc51217	0.4691
loc350782	0.4936
loc755218	0.5042
loc240342	0.4097
loc110743	0.4791
loc345488	0.5050
loc137764	0.5134
loc384344	0.5149
loc752198	0.5050
loc576790	0.5249
loc712922	0.4822
loc384347	0.5217
loc576792	0.5002
loc416119	0.5646
loc304435	0.4826
loc371728	0.5942
loc176623	0.4454
loc792837	0.5630
loc530077	0.5157
loc123369	0.5226
loc180141	0.5607
loc453734	0.5075
loc109333	0.5552
loc69507	0.5444
loc811070	0.5326
loc375614	0.5463
loc145171	0.6026
loc87428	0.5396
loc873069	0.5075
loc757869	0.4617
loc425304	0.5135
loc441981	0.5538
loc145177	0.3744
loc200160	0.3859
loc830774	0.4847
loc683266	0.5255
loc365101	0.4930
loc462923	0.5253
loc365102	0.5843
loc344163	0.5192
loc857797	0.5468
loc752653	0.5128
loc642212	0.5819
loc462925	0.5870
loc642213	0.5277
loc383021	0.4907
loc507318	0.4826
loc829363	0.4389
loc543152	0.5037
loc427952	0.5258
loc362086	0.5865
loc786218	0.4638
loc656618	0.6627
loc783196	0.5360
loc400935	0.4449
loc852580	0.5129
loc847284	0.5468
loc557556	0.4668
loc687159	0.5463
loc674539	0.5454
loc639562	0.5367
loc52543	0.5202
loc868228	0.4050
loc339312	0.5536
loc65166	0.5386
loc241670	0.5334
loc521803	0.4769
loc795404	0.4265
loc788865	0.5749
loc509969	0.5671
loc163550	0.4620
loc200620	0.5288
loc440662	0.5252
loc392219	0.5343
loc874392	0.5145
loc194094	0.5434
loc802801	0.4731
loc488629	0.3971
loc252104	0.4085
loc751338	0.4132
loc882719	0.5380
loc115967	0.5560
loc574151	0.5207
loc878282	0.3842
loc851263	0.4523
loc698996	0.5256
loc607707	0.5553
loc773140	0.4291
loc497813	0.5060
loc674081	0.5704
loc70927	0.5060
loc235059	0.5228
loc803676	0.4858
loc416128	0.6034
loc856934	0.5896
loc487301	0.5933
loc318846	0.5079
loc176634	0.4753
loc141295	0.4762
loc272676	0.6497
loc87431	0.5364
loc764412	0.6452
loc521352	0.4403
loc73038	0.4377
loc418775	0.5540
loc361229	0.5955
loc57762	0.5548
loc167908	0.4347
loc489953	0.5516
loc235512	0.5606
loc461156	0.5412
loc136451	0.5766
loc149072	0.5664
loc80982	0.4984
loc674543	0.5465
loc434503	0.5842
loc363879	0.5552
loc769170	0.6380
loc86107	0.5184
loc420107	0.5823
loc298376	0.3435
loc561085	0.5208
loc431486	0.5408
loc629050	0.4958
loc521810	0.4481
loc580788	0.5868
loc630476	0.5030
loc538310	0.4777
loc388708	0.4183
loc184500	0.5372
loc83099	0.5364
loc456313	0.4860
loc417459	0.6106
loc422756	0.6411
loc275248	0.4697
loc843865	0.5267
loc603825	0.5251
loc733426	0.5131
loc170106	0.5032
loc461615	0.4600
loc294948	0.4495
loc357259	0.5349
loc882729	0.5461
loc431941	0.5087
loc263495	0.6871
loc321502	0.3905
loc153055	0.5176
loc313184	0.4625
loc878293	0.5117
loc833357	0.5392
loc439269	0.4616
loc412249	0.5278
loc313186	0.4226
loc878297	0.3372
loc508656	0.4894
loc773153	0.5986
loc119866	0.5773
loc398763	0.5040
loc158722	0.4848
loc448451	0.5004
loc144324	0.5027
loc869561	0.5062
loc288326	0.4582
loc738183	0.6625
loc189265	0.3331
loc162245	0.5046
loc69525	0.4723
loc42507	0.5127
loc336776	0.5345
loc226336	0.5498
loc873086	0.5547
loc764427	0.5064
loc167910	0.5439
loc375635	0.4063
loc702431	0.5438
loc361239	0.5746
loc679769	0.4952
loc439728	0.5267
loc832037	0.4500
loc670666	0.3816
loc430628	0.5776
loc136460	0.5032
loc461166	0.4328
loc201966	0.5219
loc384822	0.4411
loc108021	0.4186
loc184059	0.5501
loc592548	0.5534
loc108024	0.3511
loc882279	0.4993
loc431491	0.6039
loc397447	0.5136
loc791537	0.5806
loc557577	0.4815
loc349852	0.6207
loc427978	0.3917
loc868248	0.5046
loc561097	0.5875
loc431497	0.4249
loc665820	0.4685
loc374313	0.4287
loc84883	0.4719
loc782803	0.4983
loc403064	0.5061
loc117213	0.5264
loc385696	0.4289
loc198910	0.4214
loc197132	0.3217
loc262638	0.4827
loc877436	0.5408
loc783672	0.5335
loc778376	0.4957
loc660611	0.4607
loc376965	0.5465
loc376967	0.5448
loc397908	0.5555
loc154846	0.3940
loc78263	0.4608
loc353831	0.4978
loc139028	0.4505
loc561558	0.4732
loc534901	0.4451
loc497834	0.5468
loc876104	0.5681
loc254773	0.5016
loc497838	0.4860
loc272690	0.4684
loc403525	0.5297
loc110774	0.4823
loc579842	0.4184
loc629527	0.5822
loc69532	0.4665
loc407404	0.5445
loc696827	0.5313
loc404391	0.4831
loc777056	0.4266
loc768311	0.6011
loc881417	0.4970
loc114666	0.5650
loc404394	0.5863
loc702443	0.5291
loc846445	0.5493
loc457653	0.3800
loc185844	0.5449
loc263969	0.5292
loc248148	0.4273
loc683298	0.4597
loc253450	0.4569
loc157407	0.5407
loc720369	0.5550
loc462957	0.5156
loc201977	0.5759
loc240832	0.5373
loc365139	0.5520
loc370435	0.6002
loc384837	0.4306
loc845111	0.5388
loc607277	0.5175
loc551509	0.5421
loc353382	0.5330
loc859514	0.3977
loc651430	0.5335
loc479468	0.4852
loc145660	0.5004
loc308811	0.5521
loc845117	0.4020
loc612578	0.6267
loc534456	0.4332
loc702905	0.5454
loc664058	0.5980
loc131267	0.5500
loc702907	0.4558
loc708989	0.5248
loc849004	0.5468
loc802830	0.4744
loc751366	0.5469
loc376974	0.5121
loc149555	0.5696
loc270051	0.5314
loc801056	0.5820
loc408748	0.5786
loc154853	0.4749
loc710313	0.5499
loc99207	0.4103
loc833376	0.5049
loc309689	0.4430
loc348544	0.5099
loc595125	0.5255
loc218945	0.5745
loc533130	0.5036
loc97973	0.5813
loc193717	0.5369
loc643575	0.5145
loc661492	0.3938
loc434071	0.4753
loc236869	0.3581
loc384385	0.3699
loc774958	0.5859
loc190699	0.5335
loc863501	0.4332
loc435854	0.5361
loc855185	0.3968
loc87462	0.4440
loc855187	0.4992
loc874886	0.5808
loc863509	0.5360
loc60445	0.5544
loc860487	0.5438
loc46405	0.5768
loc336799	0.5083
loc859068	0.4934
loc782365	0.5105
loc262193	0.5724
loc284912	0.4987
loc244277	0.5458
loc57793	0.5511
loc366920	0.5760
loc462963	0.4145
loc483903	0.4517
loc365147	0.6086
loc448931	0.5826
loc752698	0.5491
loc661953	0.5184
loc427993	0.6510
loc207108	0.5028
loc448935	0.4342
loc674577	0.4693
loc562893	0.5506
loc612581	0.5312
loc503921	0.4439
loc529159	0.4474
loc711648	0.4187
loc374331	0.4365
loc212415	0.3781
loc845124	0.5234
loc484774	0.5019
loc308820	0.4502
loc873567	0.4559
loc226818	0.5205
loc880107	0.5243
loc873569	0.6247
loc651444	0.5686
loc811573	0.5715
loc795445	0.5201
loc374338	0.5403
loc828071	0.4858
loc163592	0.5861
loc877453	0.3983
loc877455	0.5653
loc882752	0.4744
loc188414	0.4542
loc95335	0.5727
loc365607	0.6053
loc431970	0.4631
loc271843	0.4983
loc298864	0.4642
loc218951	0.5653
loc868724	0.5426
loc502600	0.5538
loc458995	0.4446
loc497854	0.5148
loc794124	0.4989
loc72208	0.5632
loc65669	0.6181
loc629544	0.5430
loc417944	0.4303
loc112038	0.5481
loc842571	0.4768
loc733910	0.4124
loc455019	0.5215
loc863512	0.3726
loc456804	0.4658
loc240399	0.4313
loc110799	0.4639
loc73070	0.3976
loc516091	0.4398
loc183215	0.5263
loc877916	0.5367
loc874893	0.4490
loc542335	0.4807
loc878780	0.5844
loc347228	0.5313
loc851761	0.5668
loc782378	0.5804
loc878782	0.5236
loc248166	0.5611
loc691637	0.5329
loc544981	0.5031
loc420140	0.5195
loc873570	0.5391
loc179230	0.4563
loc60911	0.5561
loc473404	0.6270
loc340782	0.5299
loc756596	0.5229
loc795452	0.5315
loc230347	0.5221
loc552393	0.4304
loc795458	0.5761
loc629099	0.4085
loc252150	0.6816
loc850448	0.4615
loc221615	0.5834
loc56489	0.6039
loc397932	0.5476
loc882767	0.4253
loc687662	0.5052
loc232996	0.4879
loc149576	0.4899
loc373012	0.6676
loc99225	0.3792
loc815478	0.5117
loc660646	0.4413
loc595144	0.4607
loc854337	0.4292
loc625673	0.3810
loc360400	0.5958
loc469421	0.4679
loc222484	0.5861
loc435870	0.5493
loc876135	0.5337
loc421472	0.5269
loc311031	0.3011
loc325431	0.4424
loc442412	0.5692
loc158766	0.5138
loc392727	0.5021
loc247306	0.4849
loc824668	0.5259
loc737800	0.5463
loc695078	0.4613
loc538818	0.4186
loc187102	0.5225
loc814148	0.5376
loc796780	0.3755
loc718107	0.5087
loc602549	0.4796
loc330737	0.5291
loc244294	0.5957
loc95807	0.5114
loc181989	0.5705
loc833853	0.4197
loc269115	0.4081
loc338500	0.5595
loc546226	0.5033
loc192414	0.5332
loc287036	0.5036
loc539695	0.5520
loc370463	0.5882
loc288823	0.4432
loc732600	0.5281
loc383086	0.4581
loc240866	0.5016
loc660195	0.5291
loc823347	0.4338
loc383088	0.5617
loc307055	0.4354
loc596477	0.4754
loc521860	0.5788
loc582078	0.5273
loc811590	0.4993
loc374358	0.4216
loc811595	0.5533
loc378234	0.5007
loc156112	0.5133
loc729959	0.5971
loc294998	0.4892
loc203709	0.4248
loc383543	0.3687
loc790256	0.5360
loc154884	0.5977
loc225507	0.5344
loc149589	0.4234
loc253949	0.4975
loc307512	0.4711
loc465554	0.5901
loc307516	0.4440
loc113832	0.6397
loc575999	0.5761
loc51286	0.5588
loc707690	0.4737
loc650144	0.5793
loc668421	0.5416
loc712991	0.5031
loc56950	0.5826
loc538823	0.5782
loc881451	0.5411
loc751851	0.5473
loc213763	0.5443
loc634872	0.4122
loc619052	0.4133
loc330747	0.5808
loc167961	0.4609
loc619059	0.4203
loc361288	0.5044
loc710804	0.4035
loc121249	0.5568
loc396629	0.4583
loc166186	0.4618
loc64362	0.5425
loc269126	0.5526
loc872723	0.5713
loc745220	0.3184
loc129010	0.5012
loc755749	0.4905
loc383096	0.5422
loc402247	0.5579
loc583861	0.5628
loc809317	0.3708
loc791588	0.3575
loc596483	0.4251
loc134315	0.5471
loc452485	0.4980
loc814617	0.5716
loc506050	0.5642
loc91472	0.5286
loc845156	0.4712
loc637431	0.5144
loc180677	0.4912
loc388764	0.5669
loc743999	0.4360
loc121706	0.5115
loc361748	0.4819
loc863080	0.5613
loc799353	0.6201
loc678498	0.5022
loc610420	0.5357
loc521879	0.4816
loc203713	0.5472
loc683796	0.5923
loc433230	0.5801
loc234247	0.5387
loc203714	0.4030
loc863087	0.4439
loc266570	0.5814
loc402703	0.5227
loc829894	0.5785
loc383554	0.5157
loc790264	0.4796
loc758307	0.4715
loc397956	0.5815
loc776225	0.4619
loc660667	0.4117
loc698102	0.4066
loc452943	0.5190
loc348583	0.5592
loc72231	0.5273
loc271877	0.4322
loc193752	0.4020
loc360421	0.3988
loc774991	0.7232
loc417970	0.4440
loc795932	0.6142
loc479969	0.4685
loc261360	0.5592
loc229404	0.5041
loc586427	0.6686
loc338067	0.5406
loc103323	0.5589
loc112068	0.4825
loc591730	0.4342
loc798037	0.4310
loc197645	0.6565
loc736041	0.4461
loc853023	0.5619
loc850928	0.4954
loc634884	0.4093
loc511825	0.5791
loc439782	0.5468
loc121254	0.5845
loc511829	0.4887
loc125132	0.5087
loc160109	0.5498
loc382237	0.6107
loc851790	0.5064
loc659706	0.5741
loc192432	0.5028
loc451626	0.5311
loc33838	0.6275
loc482163	0.4967
loc447184	0.6247
loc791591	0.5384
loc144842	0.4579
loc68256	0.5793
loc468128	0.5128
loc162760	0.5187
loc105989	0.4534
loc338529	0.5254
loc303193	0.5139
loc860981	0.4990
loc448978	0.3691
loc421959	0.5215
loc750543	0.4778
loc473435	0.4785
loc460815	0.5614
loc148727	0.7264
loc473437	0.4782
loc460818	0.5015
loc361755	0.5575
loc605128	0.3459
loc361758	0.5713
loc560742	0.5397
loc157910	0.4371
loc767048	0.5486
loc651489	0.5178
loc443764	0.4840
loc532304	0.4407
loc234258	0.5981
loc273113	0.5470
loc609013	0.4800
loc171955	0.5004
loc863096	0.4726
loc823821	0.5241
loc355121	0.5456
loc99252	0.4725
loc419215	0.5190
loc841745	0.5883
loc321573	0.5963
loc543699	0.5835
loc360431	0.5831
loc359010	0.5453
loc876160	0.4556
loc601708	0.5812
loc795941	0.5259
loc479978	0.4958
loc424517	0.5636
loc714246	0.4702
loc781544	0.6723
loc767503	0.4971
loc403584	0.5417
loc94042	0.4536
loc850931	0.6079
loc131776	0.4556
loc655833	0.5248
loc439790	0.4705
loc160114	0.5440
loc85310	0.4524
loc511835	0.4402
loc801564	0.4640
loc764498	0.6272
loc686373	0.4266
loc46457	0.4781
loc99713	0.6068
loc291501	0.6152
loc606459	0.5427
loc368206	0.5782
loc659715	0.4679
loc710824	0.4807
loc256526	0.4593
loc157462	0.6043
loc287065	0.5712
loc862222	0.4686
loc858706	0.5136
loc441114	0.3607
loc384892	0.5792
loc447197	0.5264
loc794626	0.4714
loc682946	0.5839
loc130458	0.3360
loc183713	0.4445
loc342059	0.5672
loc212462	0.4172
loc859573	0.5540
loc537529	0.4892
loc699446	0.4970
loc59535	0.5581
loc100784	0.5446
loc729980	0.4998
loc881939	0.5241
loc450306	0.4925
loc524919	0.5760
loc100789	0.4323
loc805906	0.4917
loc822045	0.5732
loc482633	0.5376
loc49027	0.5472
loc171969	0.4709
loc461698	0.6207
loc659261	0.4505
loc486513	0.5644
loc868772	0.5203
loc419225	0.5685
loc292834	0.5026
loc452964	0.4910
loc876170	0.4898
loc629590	0.5214
loc490044	0.5175
loc126484	0.5013
loc473909	0.5541
loc623513	0.5885
loc94051	0.5212
loc573831	0.5981
loc506536	0.3044
loc610900	0.5074
loc705521	0.4007
loc538855	0.4865
loc719923	0.5250
loc853040	0.5421
loc849524	0.4572
loc610904	0.6011
loc577712	0.5590
loc433712	0.4904
loc433713	0.5475
loc849526	0.5421
loc329354	0.5279
loc790740	0.5455
loc610909	0.5929
loc839010	0.5952
loc556784	0.5091
loc252656	0.5908
loc464257	0.5335
loc203280	0.4379
loc423200	0.5657
loc270576	0.5325
loc352580	0.5218
loc632709	0.4833
loc270578	0.6168
loc818078	0.4312
loc89211	0.5337
loc72716	0.5187
loc876633	0.5230
loc89213	0.5052
loc682950	0.5791
loc416674	0.5371
loc486063	0.5083
loc794636	0.4519
loc129043	0.5190
loc732640	0.5566
loc649216	0.4075
loc823387	0.6228
loc416679	0.5501
loc667136	0.4857
loc809349	0.5259
loc80118	0.5449
loc80119	0.5059
loc560763	0.5225
loc719471	0.4749
loc49030	0.5708
loc658408	0.5955
loc443785	0.3837
loc365660	0.4411
loc443787	0.5213
loc655392	0.6244
loc737394	0.4663
loc406610	0.4727
loc694249	0.4817
loc303673	0.5098
loc452970	0.4368
loc564656	0.5361
loc193781	0.4830
loc126490	0.5556
loc735202	0.5470
loc452977	0.4839
loc147428	0.5099
loc651962	0.5158
loc479999	0.5145
loc230854	0.4842
loc257874	0.4645
loc795964	0.5754
loc364331	0.5090
loc858269	0.4342
loc442460	0.4894
loc131793	0.6084
loc654061	0.5171
loc771042	0.5764
loc411926	0.5686
loc573843	0.4430
loc216819	0.3885
