scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
NW_006804067.1,3765,2331431,1111612,110,109,0.2011,0.2717,-0.1494,-0.0077,-0.0058
NW_006804067.1,76402,2486327,1325155,110,109,0.125,0.305,-0.4185,-0.0152,-0.0113
NW_006804067.1,285744,3003067,1562957,110,109,0.343,0.305,0.0586,0.0035,0.0024
NW_006804067.1,580032,3591706,1821075,110,109,0.343,0.305,0.0586,0.0032,0.0023
NW_006804067.1,765918,4107739,2119768,110,110,0.4943,0.305,0.2368,0.0146,0.0109
NW_006804067.1,956561,4464139,2400100,108,108,0.6193,0.305,0.34,0.0226,0.0171
NW_006804068.1,2768,4526668,2147651,110,110,0.3932,0.7001,-0.2807,-0.0247,-0.0177
NW_006804068.1,265474,4819868,2545141,109,109,0.7682,0.6717,0.067,0.007,0.0056
NW_006804069.1,7742,2882360,1189206,110,110,1.4421,0.3367,0.6214,0.0694,0.0508
NW_006804069.1,156445,3202909,1464307,110,110,1.247,0.1977,0.7263,0.0636,0.0465
NW_006804069.1,346895,3520863,1749816,110,110,1.2319,0.1522,0.78,0.0694,0.0504
NW_006804069.1,553694,3692182,2039262,110,110,1.2319,0.1522,0.78,0.0856,0.0545
NW_006804069.1,696143,3936062,2328041,110,109,1.2319,0.1459,0.7882,0.0866,0.0551
NW_006804069.1,887743,4142267,2622323,110,109,1.2944,0.1005,0.8559,0.0816,0.0605
NW_006804069.1,1150726,4389518,2921636,110,109,1.3291,0.1005,0.8594,0.0795,0.0633
NW_006804069.1,1385770,4526690,3177092,107,106,1.2868,0.1582,0.7811,0.0758,0.063
NW_006804070.1,41827,2402696,1176397,110,109,0.6241,1.0529,-0.2557,-0.0269,-0.0193
NW_006804070.1,233175,2643405,1396813,110,110,0.6404,1.0946,-0.2618,-0.0286,-0.0196
NW_006804070.1,469850,2798327,1615942,110,110,0.5452,1.0946,-0.335,-0.0404,-0.0276
NW_006804070.1,645816,3048940,1830684,110,110,0.6323,1.0936,-0.2673,-0.0363,-0.0242
NW_006804070.1,857067,3406574,2060387,110,110,0.5073,2.0936,-0.6099,-0.1258,-0.0839
NW_006804070.1,992063,3508507,2290852,110,109,0.3576,2.0667,-0.705,-0.1435,-0.0961
NW_006804070.1,1238468,3727862,2524202,110,109,0.3579,2.9952,-0.7865,-0.2127,-0.1309
NW_006804070.1,1447578,3824696,2686761,104,103,0.3579,2.9952,-0.7865,-0.2309,-0.1376
NW_006804071.1,8177,2535537,1438667,110,108,1.4203,0.0278,0.9616,0.1269,0.095
NW_006804071.1,413657,2680023,1662329,110,107,2.4537,0.0278,0.9776,0.1789,0.1368
NW_006804071.1,739428,2891355,1865912,110,106,2.4894,0.0278,0.9779,0.1722,0.1312
NW_006804071.1,997180,3313026,2070550,110,106,2.3411,0.0377,0.9683,0.1996,0.1414
NW_006804071.1,1239976,3531955,2283338,110,106,2.3432,0.0377,0.9684,0.215,0.149
NW_006804071.1,1416817,3720700,2495627,110,106,2.4897,0.0377,0.9702,0.2004,0.1436
NW_006804071.1,1510074,3875633,2711524,110,106,1.573,0.1627,0.8126,0.1069,0.0779
NW_006804071.1,1816449,4055646,2919210,110,106,1.6614,0.1349,0.8498,0.1039,0.0784
NW_006804071.1,2004192,4183846,3120970,110,106,1.4381,0.1766,0.7813,0.0741,0.0579
NW_006804071.1,2195053,4241569,3252831,103,100,1.4209,0.1766,0.7789,0.0738,0.0576
NW_006804072.1,27742,3290505,1725323,110,109,0.9475,0.1517,0.724,0.0485,0.0372
NW_006804072.1,257774,3512632,2026638,110,107,0.9743,0.1517,0.7306,0.0555,0.0399
NW_006804072.1,549064,3818796,2330257,110,107,1.0076,0.1517,0.7383,0.0605,0.0432
NW_006804072.1,918743,3991015,2599830,108,105,0.9681,0.1517,0.7291,0.0605,0.0465
NW_006804073.1,27582,3271645,1514032,110,108,1.4874,2.0276,-0.1537,-0.0418,-0.0228
NW_006804073.1,293077,3508802,1808117,110,108,1.4519,2.0276,-0.1655,-0.058,-0.0264
NW_006804073.1,597795,3630470,2089228,110,108,1.5134,2.0276,-0.1452,-0.0475,-0.0224
NW_006804073.1,772637,4095998,2383407,110,108,1.5134,1.4996,0.0046,0.0011,0.0006
NW_006804074.1,55267,2379227,1244590,110,106,0.3476,0.9831,-0.4776,-0.0321,-0.0228
NW_006804074.1,299497,2491294,1451319,110,106,0.4499,0.0682,0.7367,0.0183,0.0144
NW_006804074.1,553306,2661690,1646899,110,106,0.4167,1.1477,-0.4673,-0.04,-0.0292
NW_006804074.1,740324,2866797,1844894,110,105,0.4178,1.1477,-0.4663,-0.039,-0.0289
NW_006804074.1,946895,3080575,2041518,110,106,0.1678,1.1477,-0.7449,-0.0532,-0.0428
NW_006804074.1,1137507,3330034,2244786,110,106,0.3204,1.1825,-0.5737,-0.0468,-0.0367
NW_006804074.1,1340126,3458124,2440580,110,107,0.3204,1.1682,-0.5696,-0.0481,-0.0375
NW_006804074.1,1617185,3657150,2633084,110,107,0.3204,1.1442,-0.5625,-0.0491,-0.038
NW_006804074.1,1808645,3827285,2820191,110,107,0.3016,1.1442,-0.5828,-0.0472,-0.037
NW_006804074.1,1937768,4087352,3001530,109,107,0.3016,1.1417,-0.582,-0.0506,-0.0378
NW_006804075.1,129250,2075682,1214226,110,108,0.0698,0.372,-0.684,-0.0358,-0.0195
NW_006804075.1,432814,2283087,1386423,110,109,0.0698,0.247,-0.5594,-0.0184,-0.0107
NW_006804075.1,598023,2391867,1552995,110,109,0.0698,0.247,-0.5594,-0.0164,-0.0098
NW_006804075.1,862303,2586379,1712501,110,109,0.2181,0.3634,-0.25,-0.0124,-0.0079
NW_006804075.1,1103278,2696582,1865813,110,109,0.2181,0.3634,-0.25,-0.0134,-0.0081
NW_006804075.1,1181318,2938052,2016478,110,109,0.2538,0.2454,0.0168,0.0006,0.0004
NW_006804075.1,1309311,3153624,2181228,110,109,0.2538,0.2748,-0.0397,-0.0016,-0.0011
NW_006804075.1,1456006,3317415,2351312,110,109,0.2706,0.2548,0.0301,0.0013,0.0009
NW_006804075.1,1559247,3537503,2530969,110,109,0.3204,0.1834,0.272,0.0097,0.0073
NW_006804075.1,1786513,3753782,2711193,110,109,0.2787,0.2719,0.0124,0.0004,0.0003
NW_006804075.1,1963778,3859565,2888939,110,110,0.3787,0.2719,0.1641,0.0059,0.0047
NW_006804075.1,2131471,4117359,3073418,110,110,0.4006,0.3207,0.1107,0.0046,0.004
NW_006804075.1,2296459,4260384,3256139,110,110,0.4006,0.3207,0.1107,0.0048,0.0042
NW_006804075.1,2406815,4326025,3391710,105,105,0.4006,0.3207,0.1107,0.0049,0.0044
NW_006804076.1,58856,3592606,2065113,110,108,2.0921,1.6139,0.129,0.0382,0.0208
NW_006804076.1,731194,3785107,2374986,110,107,2.2171,1.6139,0.1575,0.0456,0.0267
NW_006804076.1,1177075,4048790,2653350,110,107,1.7171,1.5889,0.0388,0.0101,0.0061
NW_006804076.1,1510560,4078930,2819967,103,100,1.4463,1.03,0.1681,0.0444,0.025
NW_006804077.1,18487,2036830,1011886,110,110,1.0728,0.8735,0.1024,0.0091,0.0065
NW_006804077.1,234732,2259706,1199648,110,110,1.2204,0.8735,0.1657,0.0147,0.0107
NW_006804077.1,380483,2489972,1387854,110,109,1.2204,0.8735,0.1657,0.0141,0.0114
NW_006804077.1,560927,2774973,1584117,110,109,1.1358,0.7438,0.2085,0.0182,0.0138
NW_006804077.1,805591,2996245,1782924,110,109,1.9275,0.6188,0.5139,0.0611,0.0464
NW_006804077.1,939205,3260801,1993444,110,109,2.0275,0.5466,0.5753,0.0796,0.0585
NW_006804077.1,1089487,3499244,2207777,110,109,2.0275,0.5466,0.5753,0.0731,0.0573
NW_006804077.1,1258954,3709851,2433678,110,109,2.0091,0.5466,0.5723,0.0743,0.0621
NW_006804077.1,1464351,3874272,2655635,110,109,1.2591,0.5466,0.3946,0.0374,0.0327
NW_006804077.1,1631775,4089718,2878376,110,109,1.7571,0.5466,0.5255,0.0656,0.0575
NW_006804078.1,131219,2421738,1226226,110,108,0.3475,0.2431,0.1768,0.0087,0.0065
NW_006804078.1,373007,2745503,1436130,110,108,0.3236,0.3001,0.0377,0.0021,0.0015
NW_006804078.1,617900,2975106,1654516,110,108,0.5708,0.2798,0.3421,0.0279,0.0207
NW_006804078.1,748134,3172483,1874207,110,108,0.5708,0.2912,0.3244,0.0229,0.0178
NW_006804078.1,1010036,3626717,2110660,110,109,0.6044,0.2912,0.3498,0.0212,0.0171
NW_006804078.1,1112889,3930921,2362184,110,109,0.6044,0.2903,0.3512,0.0201,0.0164
NW_006804078.1,1308097,4253994,2626435,110,110,0.66,0.2903,0.3891,0.0209,0.0183
NW_006804078.1,1485195,4279599,2765224,101,101,0.66,0.2903,0.3891,0.0237,0.0204
NW_006804079.1,8258,2410400,1178452,110,108,2.7524,1.6668,0.2457,0.0625,0.0406
NW_006804079.1,285577,2711023,1403081,110,108,2.797,1.6971,0.2447,0.0683,0.0426
NW_006804079.1,481234,3033550,1635931,110,108,2.9128,1.6971,0.2637,0.0637,0.0439
NW_006804079.1,691841,3254023,1870201,110,108,2.1088,0.93,0.3879,0.0623,0.0433
NW_006804079.1,788572,3479995,2110899,110,110,2.2408,0.9536,0.4029,0.0681,0.0472
NW_006804079.1,1061906,3697838,2357629,110,109,2.2408,0.4878,0.6424,0.0923,0.0665
NW_006804079.1,1256513,3937299,2600396,110,109,2.0862,0.6333,0.5343,0.0702,0.0513
NW_006804079.1,1512788,4136962,2775561,104,103,1.6582,0.441,0.5798,0.063,0.0457
NW_006804080.1,35860,2585615,1435828,110,109,1.4456,0.0347,0.9531,0.1314,0.1158
NW_006804080.1,343533,2716813,1659957,110,109,1.4456,1.0347,0.1657,0.0421,0.0302
NW_006804080.1,591106,2924530,1875935,110,109,1.1956,1.0347,0.0721,0.0203,0.0137
NW_006804080.1,818776,3097826,2088057,110,109,1.1956,1.0347,0.0721,0.0283,0.0174
NW_006804080.1,995945,3580528,2310247,110,109,1.1599,1.0597,0.0451,0.0188,0.0113
NW_006804080.1,1355381,3890383,2542468,110,108,1.1505,1.0597,0.0411,0.0173,0.0103
NW_006804080.1,1655787,4181098,2780603,110,108,1.2828,1.0596,0.0953,0.0342,0.0208
NW_006804081.1,133702,2518850,1300070,110,109,1.7628,0.1954,0.8005,0.1413,0.0809
NW_006804081.1,308828,2581957,1513520,110,110,1.6378,0.1954,0.7869,0.1306,0.0806
NW_006804081.1,397115,2734324,1724923,110,110,1.5609,0.1954,0.7775,0.1363,0.0806
NW_006804081.1,588313,2962649,1940701,110,110,1.5609,0.1954,0.7775,0.1222,0.0752
NW_006804081.1,832747,3112115,2149061,110,110,0.5609,0.1954,0.4833,0.0366,0.0216
NW_006804081.1,1121341,3429162,2360271,110,110,0.5417,0.1954,0.4699,0.0373,0.0216
NW_006804081.1,1543658,3582915,2558591,110,110,0.6417,0.166,0.589,0.0517,0.0327
NW_006804081.1,1713823,3994151,2761155,110,110,0.6417,0.166,0.589,0.0456,0.0301
NW_006804081.1,2026958,4109212,2897254,104,104,0.6417,0.0115,0.9647,0.0785,0.0482
NW_006804082.1,15155,2175381,1142108,110,106,0.5487,1.0889,-0.3298,-0.0457,-0.0276
NW_006804082.1,213204,2403830,1338126,110,106,0.5487,1.0889,-0.3298,-0.0408,-0.027
NW_006804082.1,441383,2578316,1536765,110,106,0.9419,1.1073,-0.0807,-0.0129,-0.0089
NW_006804082.1,652254,2725961,1727087,110,107,0.9419,1.1073,-0.0807,-0.0152,-0.0097
NW_006804082.1,893664,3018020,1919850,110,107,0.8169,1.1073,-0.1509,-0.023,-0.015
NW_006804082.1,1040948,3361859,2120056,110,108,0.8169,1.1001,-0.1477,-0.0219,-0.0144
NW_006804082.1,1273548,3653049,2333725,110,107,0.6919,0.9733,-0.169,-0.0218,-0.016
NW_006804082.1,1438769,3824881,2554701,110,107,0.7064,0.9349,-0.1392,-0.0202,-0.015
NW_006804082.1,1649643,4007469,2769704,110,107,0.6607,0.9454,-0.1772,-0.0296,-0.0212
NW_006804082.1,1811286,4157075,2896718,102,99,nan,nan,nan,nan,nan
NW_006804083.1,961,2613678,1271326,110,109,0.9178,0.9706,-0.028,-0.0039,-0.0025
NW_006804083.1,354702,2845775,1509258,110,109,0.6267,0.8987,-0.1783,-0.0209,-0.0133
NW_006804083.1,517752,3064052,1739789,110,108,0.6227,0.8987,-0.1815,-0.019,-0.0121
NW_006804083.1,685454,3672866,1993517,110,109,0.6227,0.8987,-0.1815,-0.0189,-0.012
NW_006804083.1,908665,3936821,2269711,110,109,0.6018,1.7497,-0.4881,-0.078,-0.0499
NW_006804083.1,1157971,4123028,2487594,106,105,0.6018,1.7497,-0.4881,-0.09,-0.0549
NW_006804084.1,6778,2422926,1228126,110,107,1.9921,1.1459,0.2696,0.0531,0.0414
NW_006804084.1,201859,2573641,1448041,110,107,1.8671,1.9478,-0.0212,-0.0053,-0.0038
NW_006804084.1,474459,2809689,1664632,110,107,1.8671,2.7508,-0.1914,-0.0648,-0.0405
NW_006804084.1,718587,2969124,1874087,110,108,1.8671,2.7214,-0.1862,-0.0665,-0.0394
NW_006804084.1,898569,3276231,2088965,110,109,1.8901,2.7371,-0.1831,-0.0636,-0.0384
NW_006804084.1,1172836,3488385,2301899,110,109,2.4314,2.1947,0.0512,0.0162,0.0104
NW_006804084.1,1320375,3673102,2517435,110,109,3.0771,2.2104,0.1639,0.0621,0.0392
NW_006804084.1,1588996,3893278,2726281,110,109,2.9022,2.2104,0.1353,0.0576,0.0361
NW_006804084.1,1762690,4123008,2936688,110,109,2.8546,2.2014,0.1292,0.0527,0.0324
NW_006804085.1,26149,4379642,2454623,107,107,0.855,0.0805,0.8279,0.0641,0.0424
NW_006804086.1,17904,3145586,1576652,110,109,0.3368,1.0101,-0.4998,-0.0422,-0.0296
NW_006804086.1,145633,3381353,1866774,110,109,0.3334,0.9498,-0.4804,-0.0407,-0.0282
NW_006804086.1,497178,3515403,2152873,110,109,1.1899,0.9498,0.1122,0.0166,0.0113
NW_006804086.1,837301,3706958,2414894,110,109,1.246,0.953,0.1332,0.0165,0.0124
NW_006804086.1,1144257,3745751,2590608,103,102,1.2282,0.9292,0.1386,0.0185,0.0142
NW_006804087.1,23218,2649639,1404420,110,109,1.3819,2.2742,-0.2441,-0.0493,-0.0403
NW_006804087.1,391894,2949106,1647272,110,109,0.5633,2.4906,-0.6311,-0.0966,-0.0817
NW_006804087.1,543798,3071407,1881611,110,109,0.5633,2.4916,-0.6312,-0.1021,-0.0847
NW_006804087.1,831031,3247706,2108723,110,108,0.5937,2.5415,-0.6213,-0.1059,-0.0893
NW_006804087.1,1174784,3520092,2327698,110,108,0.5953,2.5415,-0.6204,-0.11,-0.0905
NW_006804087.1,1344908,3637792,2542141,110,109,0.693,2.5415,-0.5715,-0.0964,-0.081
NW_006804087.1,1517088,3818528,2747907,110,109,0.693,1.6174,-0.4001,-0.049,-0.0431
NW_006804087.1,1780288,3897990,2908769,105,104,0.6573,1.6174,-0.4221,-0.0517,-0.0459
NW_006804088.1,70208,2351355,1164996,110,109,0.0767,3.3363,-0.955,-0.3279,-0.1646
NW_006804088.1,305176,2644454,1374033,110,109,0.0767,3.2125,-0.9533,-0.2844,-0.1445
NW_006804088.1,512525,3042308,1589479,110,109,0.0767,3.2625,-0.954,-0.3055,-0.1501
NW_006804088.1,629641,3383126,1830287,110,109,0.1684,3.2625,-0.9018,-0.3789,-0.1534
NW_006804088.1,909020,3617563,2082138,110,109,0.1652,3.2625,-0.9036,-0.4133,-0.152
NW_006804088.1,1032732,3703238,2251875,104,102,0.1652,3.2625,-0.9036,-0.4792,-0.1522
NW_006804089.1,66789,3651381,1764158,110,109,4.3234,0.3466,0.8515,0.2099,0.1725
NW_006804089.1,285205,4033160,2096085,110,109,4.4484,0.3466,0.8554,0.2044,0.1697
NW_006804089.1,463042,4107927,2354628,105,104,3.5217,0.3466,0.8208,0.1682,0.1445
NW_006804090.1,19947,2446772,1198990,110,110,0.3946,0.0624,0.7267,0.0199,0.0171
NW_006804090.1,281064,2730343,1421090,110,110,0.4946,0.9374,-0.3093,-0.0284,-0.0207
NW_006804090.1,548969,2874506,1638271,110,110,0.4946,0.9374,-0.3093,-0.0356,-0.0241
NW_006804090.1,711900,3034066,1852246,110,110,0.4737,0.9374,-0.3286,-0.035,-0.024
NW_006804090.1,852780,3397648,2074786,110,110,0.3487,0.9374,-0.4577,-0.0494,-0.0326
NW_006804090.1,1005042,3590566,2306739,110,110,0.3357,1.9236,-0.7028,-0.1218,-0.0788
NW_006804090.1,1285099,3806431,2522932,108,108,0.3502,1.9236,-0.692,-0.1134,-0.0744
NW_006804091.1,1300,2301595,1119891,110,110,1.4062,2.8239,-0.3352,-0.1409,-0.0715
NW_006804091.1,144917,2598424,1335055,110,110,1.4146,2.7966,-0.3282,-0.1265,-0.0673
NW_006804091.1,326764,2797991,1563219,110,110,1.5396,2.7966,-0.2899,-0.1087,-0.0599
NW_006804091.1,627139,3001115,1782385,110,110,1.9146,2.8966,-0.2041,-0.0773,-0.0462
NW_006804091.1,885241,3209361,2004680,110,109,2.1146,3.6125,-0.2616,-0.1307,-0.0737
NW_006804091.1,1092336,3440066,2217482,110,109,2.1474,2.8625,-0.1427,-0.049,-0.0316
NW_006804091.1,1266388,3681184,2433860,110,109,2.2394,2.8625,-0.1221,-0.0403,-0.0267
NW_006804091.1,1433280,3813492,2613031,106,105,2.2569,1.8846,0.0899,0.0229,0.0162
NW_006804092.1,49176,3544292,1869357,110,110,2.2303,0.2067,0.8303,0.1662,0.1399
NW_006804092.1,343297,3849139,2182282,110,109,1.443,0.1541,0.807,0.1207,0.0982
NW_006804092.1,521826,4068237,2491045,109,108,1.443,0.1469,0.8152,0.1305,0.1064
NW_006804093.1,68564,3119424,1583929,110,110,0.1796,0.9369,-0.6783,-0.0519,-0.0355
NW_006804093.1,335546,3349081,1859135,110,110,0.1812,0.9369,-0.6758,-0.0533,-0.0362
NW_006804093.1,567367,3468710,2131295,110,110,0.1269,0.9369,-0.7614,-0.0488,-0.0348
NW_006804093.1,776249,3634471,2390710,110,110,0.0936,1.024,-0.8325,-0.0685,-0.0451
NW_006804093.1,1299879,3864787,2639231,110,109,0.0936,1.024,-0.8325,-0.0801,-0.0512
NW_006804093.1,1519424,4034299,2862491,109,108,0.1849,1.0228,-0.6938,-0.0576,-0.0422
NW_006804094.1,5892,2717732,1339272,110,108,1.1342,0.2841,0.5993,0.0583,0.042
NW_006804094.1,180775,3037449,1596987,110,108,1.1342,0.2841,0.5993,0.0562,0.0409
NW_006804094.1,461441,3264966,1856632,110,108,2.1804,0.0897,0.921,0.1291,0.0965
NW_006804094.1,813272,3401664,2104778,110,108,2.3746,0.0947,0.9233,0.1231,0.0979
NW_006804094.1,1006068,3742180,2343158,110,109,2.3801,0.0629,0.9485,0.1361,0.109
NW_006804094.1,1166375,3870795,2581829,109,109,2.7551,0.1045,0.9269,0.152,0.1164
NW_006804095.1,64960,2485206,1086230,110,109,1.7279,0.9396,0.2955,0.1002,0.0563
NW_006804095.1,154800,2790378,1319333,110,109,1.7279,0.9083,0.3109,0.109,0.0605
NW_006804095.1,276424,3269809,1577331,110,109,1.7587,0.9083,0.3188,0.0936,0.0563
NW_006804095.1,469700,3462281,1850458,110,109,1.7587,0.9083,0.3188,0.1009,0.0587
NW_006804095.1,627692,3621306,2121621,110,109,1.7934,0.9367,0.3138,0.1014,0.0595
NW_006804095.1,874913,4032153,2407839,110,110,1.6684,0.145,0.8401,0.1548,0.0966
NW_006804096.1,89257,2315767,1265152,110,106,1.3435,1.5778,-0.0802,-0.0183,-0.0115
NW_006804096.1,321793,2422481,1464719,110,106,1.3572,1.5788,-0.0755,-0.0162,-0.0104
NW_006804096.1,533442,2600898,1654299,110,106,2.5947,1.5404,0.255,0.0634,0.0456
NW_006804096.1,829084,2743661,1834677,110,106,2.5947,1.5404,0.255,0.0648,0.0455
NW_006804096.1,1043649,2955525,2011866,110,107,2.63,0.5626,0.6476,0.1228,0.0892
NW_006804096.1,1220218,3184467,2192491,110,107,2.6034,1.4447,0.2862,0.0775,0.0517
NW_006804096.1,1408487,3306170,2370332,110,107,2.6034,1.4447,0.2862,0.0805,0.0538
NW_006804096.1,1572656,3523475,2548861,110,107,1.8121,1.9652,-0.0405,-0.0109,-0.0073
NW_006804096.1,1769818,3729274,2729845,110,107,1.8996,2.0854,-0.0466,-0.0138,-0.009
NW_006804096.1,1959197,4030387,2898327,108,105,1.8996,2.0854,-0.0466,-0.0136,-0.0087
NW_006804097.1,2792,2835653,1528529,110,108,0.3608,0.1194,0.5029,0.0175,0.0121
NW_006804097.1,270620,3150184,1794168,110,108,0.2958,0.1506,0.3253,0.0108,0.0074
NW_006804097.1,604321,3418434,2050558,110,108,0.2879,0.4284,-0.1961,-0.0109,-0.0063
NW_006804097.1,950585,3810331,2316364,110,109,0.5066,0.4473,0.0622,0.004,0.0024
NW_006804097.1,1284401,3936636,2566883,110,109,0.4109,0.416,-0.0062,-0.0004,-0.0002
NW_006804097.1,1576672,4114506,2806895,110,110,0.4109,0.3848,0.0328,0.0019,0.0012
NW_006804097.1,1795679,4158052,2976906,105,105,0.5359,0.4809,0.054,0.0037,0.0023
NW_006804098.1,28279,3524083,1788115,110,109,2.0676,1.2795,0.2355,0.0799,0.0419
NW_006804098.1,324994,3949362,2106453,110,109,2.392,1.2795,0.303,0.0933,0.0535
NW_006804098.1,542078,3963083,2295070,101,100,2.392,1.2449,0.3154,0.1029,0.0599
NW_006804099.1,24513,2234842,1182273,110,110,1.3139,0.1254,0.8258,0.0782,0.0645
NW_006804099.1,255739,2399480,1381804,110,110,1.4139,0.0896,0.8808,0.0765,0.0621
NW_006804099.1,434935,2583210,1581137,110,110,1.4021,0.6976,0.3355,0.0433,0.0326
NW_006804099.1,616351,2801675,1776730,110,110,1.3904,0.6647,0.3531,0.0489,0.036
NW_006804099.1,943674,2994762,1973306,110,110,0.5333,0.6647,-0.1097,-0.0074,-0.0058
NW_006804099.1,1095224,3250303,2166456,110,110,0.5333,0.6353,-0.0873,-0.0061,-0.0047
NW_006804099.1,1232711,3509611,2372374,110,110,0.4083,0.6353,-0.2175,-0.0145,-0.0103
NW_006804099.1,1515864,3660650,2572258,110,110,0.4333,0.7008,-0.2359,-0.0163,-0.0118
NW_006804099.1,1846052,3752503,2683749,102,102,0.4333,0.677,-0.2196,-0.0149,-0.0107
NW_006804100.1,52111,2804971,1337531,110,109,1.456,0.1873,0.7721,0.0671,0.0602
NW_006804100.1,358559,3185712,1602963,110,109,1.3881,0.1488,0.8064,0.073,0.0647
NW_006804100.1,559538,3536916,1872114,110,110,2.2881,0.0714,0.9395,0.1187,0.1063
NW_006804100.1,820964,3760473,2139157,110,110,2.753,0.1988,0.8653,0.1183,0.1069
NW_006804100.1,1110687,3793480,2306135,103,103,2.7054,0.1273,0.9101,0.1464,0.1239
NW_006804101.1,9180,2449958,1134593,110,107,1.6934,0.2451,0.7472,0.0996,0.0832
NW_006804101.1,229368,2641813,1358611,110,107,1.6934,0.2463,0.746,0.1125,0.0863
NW_006804101.1,373441,2805110,1580377,110,107,1.863,0.2468,0.7661,0.115,0.094
NW_006804101.1,581904,2877580,1796280,110,107,1.863,0.2691,0.7476,0.1145,0.092
NW_006804101.1,769130,3075163,2008594,110,108,1.488,0.2691,0.6937,0.0897,0.0762
NW_006804101.1,1075392,3289559,2216033,110,108,1.5189,0.2358,0.7313,0.0977,0.0828
NW_006804101.1,1196915,3531526,2421937,110,107,1.5189,0.2551,0.7124,0.0912,0.0787
NW_006804101.1,1417107,3718265,2629827,110,107,0.5643,0.3152,0.2833,0.0221,0.0186
NW_006804101.1,1592505,3811875,2773571,103,100,0.5188,0.3946,0.136,0.0122,0.0101
NW_006804102.1,3334,3730044,1755434,110,108,0.3913,0.1642,0.4088,0.0117,0.01
NW_006804102.1,192094,3908041,2097235,110,108,0.2711,0.1642,0.2456,0.0058,0.0049
NW_006804102.1,659873,4264890,2432733,110,108,0.2711,0.2364,0.0683,0.002,0.0016
NW_006804102.1,1048143,4354439,2677210,105,103,1.1173,0.2364,0.6507,0.0555,0.0385
NW_006804103.1,7371,3277073,1438080,110,106,1.7208,1.0294,0.2514,0.0363,0.0312
NW_006804103.1,279511,3684115,1744564,110,107,1.7208,1.0294,0.2514,0.034,0.0294
NW_006804103.1,633867,4013614,2017194,108,106,1.8771,1.0,0.3049,0.0447,0.0386
NW_006804104.1,38901,2667918,1442761,110,107,0.5466,1.0323,-0.3076,-0.0292,-0.0241
NW_006804104.1,330890,2826403,1677357,110,107,0.3379,0.0323,0.8257,0.0208,0.0176
NW_006804104.1,638266,3341066,1918839,110,105,0.2894,0.0342,0.7883,0.0173,0.0156
NW_006804104.1,941358,3468343,2156704,110,105,0.2581,0.0342,0.7657,0.0154,0.013
NW_006804104.1,1115891,3732785,2396752,110,105,0.2581,0.0342,0.7657,0.0155,0.0123
NW_006804104.1,1340906,3792014,2549770,103,99,nan,nan,nan,nan,nan
NW_006804105.1,31369,2214085,1070197,110,108,1.1404,1.9676,-0.2662,-0.0798,-0.0576
NW_006804105.1,206913,2371364,1268823,110,108,1.1404,1.9676,-0.2662,-0.0763,-0.0555
NW_006804105.1,319254,2626388,1474450,110,108,1.2404,2.0248,-0.2402,-0.0606,-0.0459
NW_006804105.1,571335,2735366,1679609,110,109,1.2404,2.0248,-0.2402,-0.0568,-0.0445
NW_006804105.1,749423,2884727,1877806,110,108,1.2404,2.0248,-0.2402,-0.0602,-0.0465
NW_006804105.1,968331,3045093,2067084,110,109,1.2404,0.997,0.1088,0.0162,0.0137
NW_006804105.1,1150400,3179801,2255522,110,109,1.2404,0.997,0.1088,0.0167,0.0139
NW_006804105.1,1316295,3470504,2446497,110,109,0.1071,0.997,-0.8061,-0.0783,-0.0622
NW_006804105.1,1551947,3679099,2640611,110,109,0.2321,0.997,-0.6224,-0.0617,-0.05
NW_006804105.1,1911022,3999582,2816117,108,107,0.2321,0.997,-0.6224,-0.0682,-0.0542
NW_006804106.1,23744,2122765,1103765,110,108,0.2422,0.3652,-0.2026,-0.0112,-0.0076
NW_006804106.1,284517,2255376,1292207,110,107,0.3208,0.3652,-0.0647,-0.0038,-0.0026
NW_006804106.1,485075,2460651,1475879,110,107,0.1854,0.2616,-0.1705,-0.0064,-0.0051
NW_006804106.1,596678,2605375,1659968,110,107,0.1854,0.3716,-0.3343,-0.0158,-0.0123
NW_006804106.1,780099,2791232,1844661,110,107,0.1702,0.26,-0.2086,-0.0074,-0.0054
NW_006804106.1,935753,2900557,2025510,110,107,0.3813,0.4838,-0.1186,-0.009,-0.0062
NW_006804106.1,1209842,3066797,2200873,110,107,0.4726,0.6184,-0.1337,-0.0118,-0.0084
NW_006804106.1,1421730,3371314,2370869,110,107,0.4726,0.6184,-0.1337,-0.0128,-0.0089
NW_006804106.1,1603682,3492398,2545607,110,109,0.4726,0.6184,-0.1337,-0.0121,-0.0084
NW_006804106.1,1797548,3605846,2713879,110,109,0.5976,0.6184,-0.0171,-0.0019,-0.0013
NW_006804106.1,2039615,3756799,2851682,107,106,0.5747,0.4684,0.1019,0.0087,0.0062
NW_006804107.1,24825,2544597,1159590,110,109,0.2504,1.1609,-0.6452,-0.0615,-0.0434
NW_006804107.1,203504,2817689,1395591,110,109,0.0292,1.0744,-0.947,-0.083,-0.0565
NW_006804107.1,437085,3039811,1636769,110,109,0.2594,1.0359,-0.5994,-0.0657,-0.0473
NW_006804107.1,594588,3235367,1876742,110,109,0.2594,1.0359,-0.5994,-0.0606,-0.0422
NW_006804107.1,883940,3375219,2114647,110,109,0.2594,1.0947,-0.6168,-0.0581,-0.0393
