param,mean,median,0.950_CI_LB,0.950_CI_UB
alpha_loc_6031_pop_0,-0.000195,-0.000090,-0.059162,0.058615
alpha_loc_6032_pop_0,-0.000031,0.000032,-0.060851,0.058205
alpha_loc_6033_pop_0,-0.000033,-0.000259,-0.057319,0.057237
alpha_loc_6034_pop_0,0.000749,0.000416,-0.057801,0.062702
alpha_loc_6035_pop_0,-0.000058,-0.000131,-0.059217,0.059061
alpha_loc_6036_pop_0,-0.000181,-0.000221,-0.058720,0.057910
alpha_loc_6037_pop_0,-0.000758,-0.000827,-0.061628,0.058138
alpha_loc_6038_pop_0,-0.000272,-0.000477,-0.059219,0.058489
alpha_loc_6039_pop_0,-0.001088,-0.000739,-0.062704,0.057716
alpha_loc_6040_pop_0,-0.000059,-0.000188,-0.059534,0.060153
alpha_loc_6041_pop_0,0.001052,0.000563,-0.057952,0.061669
alpha_loc_6042_pop_0,-0.000190,-0.000131,-0.059438,0.060496
alpha_loc_6043_pop_0,-0.000817,-0.000744,-0.060641,0.058191
alpha_loc_6044_pop_0,0.000414,0.000156,-0.057558,0.059538
alpha_loc_6045_pop_0,-0.000529,-0.000439,-0.058937,0.058006
alpha_loc_6046_pop_0,-0.000051,-0.000115,-0.060577,0.059881
alpha_loc_6047_pop_0,-0.001046,-0.000684,-0.061383,0.057905
alpha_loc_6048_pop_0,0.000697,0.000443,-0.057379,0.059211
alpha_loc_6049_pop_0,-0.000224,0.000258,-0.061823,0.060372
alpha_loc_6050_pop_0,0.000673,0.000296,-0.056450,0.058061
alpha_loc_6051_pop_0,-0.000198,-0.000040,-0.057043,0.057487
alpha_loc_6052_pop_0,-0.001343,-0.001031,-0.061844,0.056661
alpha_loc_6053_pop_0,0.000753,0.000587,-0.059873,0.061078
alpha_loc_6054_pop_0,-0.001983,-0.001342,-0.062068,0.054830
alpha_loc_6055_pop_0,-0.002793,-0.002450,-0.063865,0.054640
alpha_loc_6056_pop_0,-0.000792,-0.000219,-0.060920,0.055942
alpha_loc_6057_pop_0,0.000075,0.000185,-0.061150,0.060363
alpha_loc_6058_pop_0,0.000286,0.000257,-0.059092,0.058796
alpha_loc_6059_pop_0,0.000135,-0.000030,-0.057326,0.060145
alpha_loc_6060_pop_0,0.000250,0.000397,-0.059499,0.059788
alpha_loc_6061_pop_0,-0.000073,-0.000298,-0.058023,0.057750
alpha_loc_6062_pop_0,-0.000069,-0.000044,-0.058668,0.059380
alpha_loc_6063_pop_0,-0.000447,-0.000567,-0.058993,0.060164
alpha_loc_6064_pop_0,-0.002290,-0.001895,-0.062569,0.055202
alpha_loc_6065_pop_0,-0.002674,-0.002492,-0.062442,0.055800
alpha_loc_6066_pop_0,-0.002040,-0.001720,-0.061831,0.055430
alpha_loc_6067_pop_0,0.000596,0.000801,-0.057318,0.059529
alpha_loc_6068_pop_0,0.000536,0.000612,-0.058135,0.058944
alpha_loc_6069_pop_0,-0.000417,-0.000504,-0.058753,0.057994
alpha_loc_6070_pop_0,0.000118,0.000088,-0.058698,0.059032
alpha_loc_6071_pop_0,0.000704,0.000150,-0.057993,0.062635
alpha_loc_6072_pop_0,0.000055,0.000161,-0.059126,0.059261
alpha_loc_6073_pop_0,-0.000286,-0.000408,-0.060416,0.059709
alpha_loc_6074_pop_0,-0.000413,-0.000333,-0.059145,0.059084
alpha_loc_6075_pop_0,-0.002013,-0.001590,-0.062222,0.054347
alpha_loc_6076_pop_0,-0.003487,-0.003124,-0.064414,0.055227
alpha_loc_6077_pop_0,-0.000905,-0.000664,-0.059768,0.058388
alpha_loc_6078_pop_0,0.000141,0.000100,-0.059065,0.059418
alpha_loc_6079_pop_0,-0.000151,-0.000413,-0.059062,0.061676
alpha_loc_6080_pop_0,-0.001068,-0.000662,-0.060858,0.056624
alpha_loc_6081_pop_0,-0.000376,-0.000601,-0.058900,0.060165
alpha_loc_6082_pop_0,-0.001668,-0.001297,-0.060918,0.057530
alpha_loc_6083_pop_0,-0.000183,-0.000095,-0.059465,0.057521
alpha_loc_6084_pop_0,-0.004314,-0.003634,-0.066715,0.051848
alpha_loc_6085_pop_0,-0.000910,-0.000786,-0.060700,0.057929
alpha_loc_6086_pop_0,0.000039,0.000096,-0.061241,0.061264
alpha_loc_6087_pop_0,0.002673,0.001911,-0.054008,0.064274
alpha_loc_6088_pop_0,0.000175,-0.000116,-0.058050,0.059678
alpha_loc_6089_pop_0,0.001283,0.000916,-0.055978,0.062554
alpha_loc_6090_pop_0,0.000439,0.000255,-0.059642,0.059721
alpha_loc_6091_pop_0,0.000655,0.000545,-0.059434,0.061879
alpha_loc_6092_pop_0,0.000033,0.000234,-0.058739,0.061204
alpha_loc_6093_pop_0,-0.000608,-0.000827,-0.059517,0.058630
alpha_loc_6094_pop_0,-0.000105,0.000083,-0.059163,0.058719
alpha_loc_6095_pop_0,0.001906,0.001792,-0.055388,0.061054
alpha_loc_6096_pop_0,-0.000708,-0.000719,-0.060309,0.058676
alpha_loc_6097_pop_0,-0.000871,-0.000990,-0.060388,0.058585
alpha_loc_6098_pop_0,0.001435,0.001398,-0.057195,0.061209
alpha_loc_6099_pop_0,0.000326,0.000335,-0.058870,0.058390
alpha_loc_6100_pop_0,0.000326,0.000098,-0.059377,0.058763
alpha_loc_6101_pop_0,-0.000598,-0.000359,-0.060577,0.059089
alpha_loc_6102_pop_0,0.001982,0.001910,-0.056940,0.061216
alpha_loc_6103_pop_0,-0.000214,-0.000290,-0.059793,0.059067
alpha_loc_6104_pop_0,-0.000606,-0.000623,-0.059836,0.058271
alpha_loc_6105_pop_0,0.001076,0.001075,-0.057777,0.060774
alpha_loc_6106_pop_0,-0.001059,-0.001079,-0.060637,0.058372
alpha_loc_6107_pop_0,0.000266,-0.000003,-0.058601,0.060445
alpha_loc_6108_pop_0,0.000603,0.000190,-0.056512,0.063348
alpha_loc_6109_pop_0,0.000394,0.000149,-0.058077,0.058903
alpha_loc_6110_pop_0,0.002652,0.002423,-0.055417,0.061353
alpha_loc_6111_pop_0,0.002268,0.002292,-0.055638,0.061226
alpha_loc_6112_pop_0,0.004008,0.003836,-0.054086,0.063508
alpha_loc_6113_pop_0,0.001012,0.000727,-0.057373,0.060335
alpha_loc_6114_pop_0,-0.000016,0.000014,-0.059475,0.060561
alpha_loc_6115_pop_0,-0.000796,-0.000184,-0.058932,0.056505
alpha_loc_6116_pop_0,0.000318,0.000562,-0.057518,0.058701
alpha_loc_6117_pop_0,-0.001026,-0.001083,-0.061396,0.059383
alpha_loc_6118_pop_0,-0.000494,-0.000421,-0.059859,0.059167
alpha_loc_6119_pop_0,-0.000950,-0.000668,-0.059177,0.056258
alpha_loc_6120_pop_0,-0.002348,-0.001202,-0.064775,0.055927
alpha_loc_6121_pop_0,-0.000676,-0.000765,-0.059073,0.057209
alpha_loc_6122_pop_0,-0.000804,-0.001055,-0.059299,0.058859
alpha_loc_6123_pop_0,-0.000345,-0.000363,-0.059971,0.057088
alpha_loc_6124_pop_0,0.000678,0.000922,-0.057094,0.059630
alpha_loc_6125_pop_0,0.003308,0.002841,-0.054811,0.063256
alpha_loc_6126_pop_0,-0.001530,-0.001315,-0.061112,0.058016
alpha_loc_6127_pop_0,0.000189,-0.000180,-0.057794,0.059906
alpha_loc_6128_pop_0,-0.000455,-0.000487,-0.060073,0.059564
alpha_loc_6129_pop_0,-0.000499,-0.000318,-0.059674,0.059035
alpha_loc_6130_pop_0,-0.000657,-0.000639,-0.061192,0.059310
alpha_loc_6131_pop_0,0.000674,0.000535,-0.057605,0.060140
alpha_loc_6132_pop_0,-0.000693,-0.000613,-0.060223,0.059739
alpha_loc_6133_pop_0,0.001126,0.000929,-0.057428,0.060546
alpha_loc_6134_pop_0,0.000100,0.000056,-0.059771,0.059762
alpha_loc_6135_pop_0,-0.000178,-0.000187,-0.059128,0.059828
alpha_loc_6136_pop_0,0.000263,0.000075,-0.058673,0.061635
alpha_loc_6137_pop_0,-0.000586,-0.000143,-0.060781,0.059465
alpha_loc_6138_pop_0,-0.000136,0.000307,-0.060492,0.059237
alpha_loc_6139_pop_0,-0.001688,-0.001377,-0.061949,0.055977
alpha_loc_6140_pop_0,0.000571,0.000964,-0.059027,0.059614
alpha_loc_6141_pop_0,-0.000358,-0.000241,-0.059345,0.057401
alpha_loc_6142_pop_0,-0.000473,-0.000604,-0.058110,0.059520
alpha_loc_6143_pop_0,-0.000182,-0.000338,-0.058119,0.059107
alpha_loc_6144_pop_0,0.000294,0.000211,-0.058587,0.060590
alpha_loc_6145_pop_0,-0.000047,0.000066,-0.060796,0.061010
alpha_loc_6146_pop_0,-0.000598,0.000004,-0.060508,0.056451
alpha_loc_6147_pop_0,0.000860,0.000572,-0.058696,0.060754
alpha_loc_6148_pop_0,0.000586,0.000124,-0.057224,0.061275
alpha_loc_6149_pop_0,0.001095,0.000669,-0.057924,0.060335
alpha_loc_6150_pop_0,-0.002195,-0.001697,-0.062330,0.055272
alpha_loc_6151_pop_0,-0.000588,-0.000959,-0.058720,0.057988
alpha_loc_6152_pop_0,0.000144,-0.000029,-0.058657,0.060873
alpha_loc_6153_pop_0,0.000359,0.000499,-0.058139,0.057598
alpha_loc_6154_pop_0,0.000291,0.000354,-0.059598,0.060025
alpha_loc_6155_pop_0,0.003668,0.002769,-0.053344,0.065784
alpha_loc_6156_pop_0,0.000168,-0.000148,-0.058339,0.059216
alpha_loc_6157_pop_0,0.000059,-0.000049,-0.058336,0.060894
alpha_loc_6158_pop_0,-0.001558,-0.001454,-0.062254,0.054839
alpha_loc_6159_pop_0,0.000076,-0.000047,-0.058526,0.059716
alpha_loc_6160_pop_0,-0.001310,-0.000637,-0.061458,0.056596
alpha_loc_6161_pop_0,0.000178,0.000431,-0.060161,0.058478
alpha_loc_6162_pop_0,0.002029,0.001377,-0.055753,0.063854
alpha_loc_6163_pop_0,0.002129,0.001884,-0.054226,0.063203
alpha_loc_6164_pop_0,-0.000146,-0.000056,-0.060306,0.062651
alpha_loc_6165_pop_0,0.000403,0.000327,-0.057161,0.061828
alpha_loc_6166_pop_0,-0.000301,-0.000416,-0.057550,0.058016
alpha_loc_6167_pop_0,-0.000013,-0.000063,-0.058971,0.057888
alpha_loc_6168_pop_0,0.000876,0.000624,-0.058729,0.059689
alpha_loc_6169_pop_0,0.001454,0.001372,-0.056636,0.060080
alpha_loc_6170_pop_0,0.000217,0.000452,-0.058890,0.059486
alpha_loc_6171_pop_0,0.001504,0.000819,-0.054458,0.061393
alpha_loc_6172_pop_0,0.000588,0.000364,-0.058697,0.061011
alpha_loc_6173_pop_0,0.000692,0.000618,-0.059029,0.059741
alpha_loc_6174_pop_0,0.001107,0.000730,-0.056415,0.060299
alpha_loc_6175_pop_0,-0.000305,-0.000090,-0.059338,0.059438
alpha_loc_6176_pop_0,-0.000006,0.000080,-0.059824,0.060052
alpha_loc_6177_pop_0,-0.003018,-0.002325,-0.063099,0.052778
alpha_loc_6178_pop_0,0.000204,-0.000023,-0.059029,0.059190
alpha_loc_6179_pop_0,-0.000559,-0.000460,-0.058278,0.059176
alpha_loc_6180_pop_0,0.000021,0.000034,-0.059017,0.058581
alpha_loc_6181_pop_0,0.000359,0.000459,-0.059309,0.059111
alpha_loc_6182_pop_0,-0.000129,-0.000190,-0.060408,0.057672
alpha_loc_6183_pop_0,0.000185,-0.000142,-0.057910,0.060215
alpha_loc_6184_pop_0,-0.000167,-0.000131,-0.058711,0.059169
alpha_loc_6185_pop_0,-0.001293,-0.000705,-0.061318,0.058021
alpha_loc_6186_pop_0,-0.000848,-0.000612,-0.061071,0.057845
alpha_loc_6187_pop_0,-0.000567,-0.000167,-0.061368,0.057821
alpha_loc_6188_pop_0,0.000554,0.000360,-0.058458,0.060165
alpha_loc_6189_pop_0,0.000400,0.000122,-0.058922,0.059431
alpha_loc_6190_pop_0,-0.000063,0.000323,-0.059550,0.059382
alpha_loc_6191_pop_0,0.000291,0.000343,-0.058849,0.059892
alpha_loc_6192_pop_0,-0.000184,-0.000242,-0.058851,0.058172
alpha_loc_6193_pop_0,-0.001386,-0.001323,-0.061097,0.055568
alpha_loc_6194_pop_0,0.003981,0.003291,-0.053608,0.065639
alpha_loc_6195_pop_0,0.000736,0.000647,-0.059412,0.060899
alpha_loc_6196_pop_0,-0.002513,-0.002202,-0.061751,0.056913
alpha_loc_6197_pop_0,0.000364,-0.000030,-0.057387,0.060919
alpha_loc_6198_pop_0,-0.000741,-0.000413,-0.059272,0.057997
alpha_loc_6199_pop_0,0.000189,0.000229,-0.059569,0.058643
alpha_loc_6200_pop_0,0.000945,0.000660,-0.058926,0.061456
alpha_loc_6201_pop_0,-0.000399,-0.000300,-0.060030,0.056870
alpha_loc_6202_pop_0,0.000173,-0.000186,-0.056653,0.060259
alpha_loc_6203_pop_0,0.000727,0.000417,-0.057763,0.061022
alpha_loc_6204_pop_0,-0.001909,-0.001744,-0.062221,0.055621
alpha_loc_6205_pop_0,0.001251,0.001357,-0.056845,0.060721
alpha_loc_6206_pop_0,-0.000605,-0.000217,-0.060479,0.057075
alpha_loc_6207_pop_0,0.001605,0.001682,-0.058062,0.062871
alpha_loc_6208_pop_0,0.000194,0.000488,-0.060610,0.058015
alpha_loc_6209_pop_0,-0.000328,-0.000375,-0.058490,0.057789
alpha_loc_6210_pop_0,-0.000697,-0.000547,-0.060993,0.058247
alpha_loc_6211_pop_0,0.000102,-0.000266,-0.058447,0.059176
alpha_loc_6212_pop_0,0.000537,0.000131,-0.059129,0.061558
alpha_loc_6213_pop_0,0.000399,0.000268,-0.059153,0.059374
alpha_loc_6214_pop_0,0.000742,0.000756,-0.058496,0.060240
alpha_loc_6215_pop_0,0.001007,0.000880,-0.058112,0.059867
alpha_loc_6216_pop_0,-0.001071,-0.001027,-0.060881,0.058526
alpha_loc_6217_pop_0,-0.000520,-0.000328,-0.060147,0.058731
alpha_loc_6218_pop_0,0.000216,0.000246,-0.060756,0.059391
alpha_loc_6219_pop_0,0.000577,0.000401,-0.059047,0.060469
alpha_loc_6220_pop_0,0.000886,0.000445,-0.057427,0.061123
alpha_loc_6221_pop_0,0.000483,0.000696,-0.058433,0.059615
alpha_loc_6222_pop_0,-0.000285,-0.000172,-0.058905,0.057776
alpha_loc_6223_pop_0,0.000143,0.000211,-0.058111,0.059871
alpha_loc_6224_pop_0,0.000056,-0.000122,-0.059957,0.057804
alpha_loc_6225_pop_0,0.002035,0.001842,-0.056061,0.061697
alpha_loc_6226_pop_0,-0.003391,-0.002471,-0.067305,0.053885
alpha_loc_6227_pop_0,0.000972,0.000944,-0.057551,0.060627
alpha_loc_6228_pop_0,-0.000289,-0.000272,-0.060256,0.059758
alpha_loc_6229_pop_0,0.000203,0.000503,-0.059313,0.056925
alpha_loc_6230_pop_0,-0.000484,-0.000431,-0.059710,0.057427
alpha_loc_6231_pop_0,-0.001777,-0.001434,-0.061878,0.055673
alpha_loc_6232_pop_0,0.000387,0.000022,-0.058093,0.061392
alpha_loc_6233_pop_0,0.000311,0.000339,-0.060278,0.061983
alpha_loc_6234_pop_0,0.002057,0.001611,-0.054597,0.060837
alpha_loc_6235_pop_0,0.002305,0.001843,-0.056388,0.063964
alpha_loc_6236_pop_0,0.000187,0.000012,-0.057981,0.059799
alpha_loc_6237_pop_0,-0.002186,-0.002158,-0.062074,0.056560
alpha_loc_6238_pop_0,0.003328,0.002625,-0.055344,0.065135
alpha_loc_6239_pop_0,0.000539,0.000463,-0.058043,0.059232
alpha_loc_6240_pop_0,-0.000112,-0.000363,-0.059190,0.058192
alpha_loc_6241_pop_0,-0.000075,0.000028,-0.058231,0.059501
alpha_loc_6242_pop_0,-0.002612,-0.002300,-0.062748,0.056046
alpha_loc_6243_pop_0,0.001525,0.001490,-0.056008,0.061448
alpha_loc_6244_pop_0,0.003545,0.002880,-0.052277,0.063442
alpha_loc_6245_pop_0,0.000260,-0.000120,-0.059061,0.058850
alpha_loc_6246_pop_0,0.000313,0.000293,-0.059239,0.058800
alpha_loc_6247_pop_0,0.001122,0.000656,-0.055558,0.062078
alpha_loc_6248_pop_0,-0.000416,-0.000238,-0.060619,0.058587
alpha_loc_6249_pop_0,-0.000768,-0.000804,-0.059798,0.059637
alpha_loc_6250_pop_0,-0.000124,-0.000229,-0.059084,0.059924
alpha_loc_6251_pop_0,0.000418,0.000448,-0.059008,0.061487
alpha_loc_6252_pop_0,-0.000084,0.000047,-0.059360,0.059535
alpha_loc_6253_pop_0,0.000389,0.000031,-0.060092,0.061083
alpha_loc_6254_pop_0,-0.002401,-0.002194,-0.063283,0.056070
alpha_loc_6255_pop_0,-0.000033,0.000167,-0.059983,0.059343
alpha_loc_6256_pop_0,0.001569,0.001682,-0.058210,0.062237
alpha_loc_6257_pop_0,-0.001356,-0.001375,-0.062683,0.057608
alpha_loc_6258_pop_0,0.001472,0.000940,-0.056713,0.061601
alpha_loc_6259_pop_0,-0.000526,-0.000577,-0.059221,0.058093
alpha_loc_6260_pop_0,-0.001789,-0.001112,-0.062680,0.056448
alpha_loc_6261_pop_0,0.000229,0.000092,-0.057789,0.060482
alpha_loc_6262_pop_0,0.002760,0.002502,-0.054059,0.062287
alpha_loc_6263_pop_0,-0.000468,-0.000329,-0.059748,0.057749
alpha_loc_6264_pop_0,-0.002103,-0.001709,-0.061684,0.054938
alpha_loc_6265_pop_0,0.001980,0.001796,-0.056706,0.062407
alpha_loc_6266_pop_0,0.000094,0.000261,-0.058905,0.060056
alpha_loc_6267_pop_0,0.000587,0.000152,-0.058102,0.060855
alpha_loc_6268_pop_0,0.002748,0.002104,-0.053849,0.061480
alpha_loc_6269_pop_0,-0.000426,-0.000370,-0.060536,0.058845
alpha_loc_6270_pop_0,0.000133,0.000277,-0.058737,0.060796
alpha_loc_6271_pop_0,0.001734,0.001296,-0.057200,0.062592
alpha_loc_6272_pop_0,-0.000487,-0.000112,-0.060730,0.059408
alpha_loc_6273_pop_0,-0.001620,-0.001317,-0.062096,0.056999
alpha_loc_6274_pop_0,-0.000422,-0.000238,-0.059821,0.059725
alpha_loc_6275_pop_0,0.003092,0.002644,-0.053883,0.063713
alpha_loc_6276_pop_0,0.003159,0.002557,-0.053542,0.063049
alpha_loc_6277_pop_0,0.000683,0.000800,-0.059693,0.062745
alpha_loc_6278_pop_0,0.000127,0.000196,-0.059408,0.058748
alpha_loc_6279_pop_0,-0.000707,-0.000614,-0.061151,0.058266
alpha_loc_6280_pop_0,-0.001045,-0.000613,-0.061046,0.057805
alpha_loc_6281_pop_0,0.000121,-0.000158,-0.060418,0.059922
alpha_loc_6282_pop_0,0.000631,0.000314,-0.057911,0.058719
alpha_loc_6283_pop_0,0.002985,0.002282,-0.055570,0.065812
alpha_loc_6284_pop_0,0.002113,0.001750,-0.057377,0.063749
alpha_loc_6285_pop_0,0.001886,0.001689,-0.057361,0.063684
alpha_loc_6286_pop_0,-0.000347,0.000259,-0.060497,0.058943
alpha_loc_6287_pop_0,-0.000509,-0.000478,-0.060725,0.060078
alpha_loc_6288_pop_0,-0.001591,-0.001192,-0.061862,0.055998
alpha_loc_6289_pop_0,0.000385,-0.000036,-0.059047,0.060558
alpha_loc_6290_pop_0,-0.000452,-0.000312,-0.060112,0.058068
alpha_loc_6291_pop_0,-0.000273,-0.000453,-0.058973,0.060679
alpha_loc_6292_pop_0,0.001369,0.001352,-0.058586,0.061246
alpha_loc_6293_pop_0,-0.000062,0.000076,-0.060932,0.059915
alpha_loc_6294_pop_0,-0.000489,-0.000034,-0.060979,0.058895
alpha_loc_6295_pop_0,-0.001448,-0.001133,-0.061389,0.057632
alpha_loc_6296_pop_0,-0.003005,-0.002482,-0.064502,0.053198
alpha_loc_6297_pop_0,0.001873,0.001549,-0.055497,0.060691
alpha_loc_6298_pop_0,-0.000272,-0.000176,-0.059468,0.058783
alpha_loc_6299_pop_0,0.000077,0.000200,-0.059591,0.059393
alpha_loc_6300_pop_0,-0.000082,-0.000091,-0.060950,0.057646
alpha_loc_6301_pop_0,0.000726,0.000249,-0.058664,0.062515
alpha_loc_6302_pop_0,0.001150,0.000965,-0.056455,0.061523
alpha_loc_6303_pop_0,-0.000067,0.000132,-0.060914,0.061025
alpha_loc_6304_pop_0,0.003347,0.002398,-0.054456,0.064253
alpha_loc_6305_pop_0,0.002644,0.002033,-0.055169,0.064226
alpha_loc_6306_pop_0,0.000852,0.000919,-0.057386,0.059202
alpha_loc_6307_pop_0,0.001992,0.001795,-0.055983,0.061827
alpha_loc_6308_pop_0,-0.000678,-0.000893,-0.060568,0.059732
alpha_loc_6309_pop_0,0.000166,0.000351,-0.059139,0.059067
alpha_loc_6310_pop_0,-0.003129,-0.002419,-0.064608,0.053289
alpha_loc_6311_pop_0,-0.001307,-0.000651,-0.061114,0.055834
alpha_loc_6312_pop_0,-0.000162,-0.000562,-0.059153,0.059889
alpha_loc_6313_pop_0,-0.000098,0.000212,-0.060210,0.058433
alpha_loc_6314_pop_0,-0.000640,-0.000255,-0.061226,0.059231
alpha_loc_6315_pop_0,0.000187,0.000472,-0.060343,0.059617
alpha_loc_6316_pop_0,-0.001081,-0.000781,-0.062689,0.057583
alpha_loc_6317_pop_0,-0.000187,0.000323,-0.059391,0.059869
alpha_loc_6318_pop_0,0.001713,0.001041,-0.055537,0.061199
alpha_loc_6319_pop_0,0.001919,0.001833,-0.056893,0.060657
alpha_loc_6320_pop_0,0.000377,0.000117,-0.056868,0.059478
alpha_loc_6321_pop_0,0.000409,0.000645,-0.058264,0.058526
alpha_loc_6322_pop_0,0.000366,0.000234,-0.058442,0.059850
alpha_loc_6323_pop_0,0.000051,-0.000062,-0.058625,0.059742
alpha_loc_6324_pop_0,-0.000317,-0.000333,-0.059735,0.058127
alpha_loc_6325_pop_0,0.001084,0.000895,-0.056990,0.059124
alpha_loc_6326_pop_0,-0.000883,-0.000618,-0.058963,0.057901
alpha_loc_6327_pop_0,0.001686,0.001118,-0.054606,0.061313
alpha_loc_6328_pop_0,0.000099,0.000037,-0.058652,0.059397
alpha_loc_6329_pop_0,-0.000383,-0.000229,-0.060550,0.059134
alpha_loc_6330_pop_0,-0.000837,-0.000675,-0.059908,0.057882
alpha_loc_6331_pop_0,0.001030,0.000968,-0.057926,0.061823
alpha_loc_6332_pop_0,-0.000900,-0.000837,-0.060066,0.057123
alpha_loc_6333_pop_0,0.000463,0.000142,-0.057628,0.060056
alpha_loc_6334_pop_0,-0.004371,-0.003923,-0.067674,0.051982
alpha_loc_6335_pop_0,0.000748,0.000649,-0.056222,0.057854
alpha_loc_6336_pop_0,0.002721,0.002034,-0.053796,0.063780
alpha_loc_6337_pop_0,0.002205,0.001685,-0.054088,0.062275
alpha_loc_6338_pop_0,-0.000616,-0.000692,-0.061018,0.059301
alpha_loc_6339_pop_0,-0.001822,-0.001702,-0.061388,0.057540
alpha_loc_6340_pop_0,0.000002,-0.000075,-0.060401,0.060488
alpha_loc_6341_pop_0,-0.000664,-0.000459,-0.060060,0.057416
alpha_loc_6342_pop_0,-0.000258,-0.000107,-0.059828,0.059377
alpha_loc_6343_pop_0,-0.001231,-0.000783,-0.059980,0.055714
alpha_loc_6344_pop_0,0.002062,0.001871,-0.057368,0.061997
alpha_loc_6345_pop_0,-0.000421,-0.000519,-0.058824,0.057880
alpha_loc_6346_pop_0,-0.001023,-0.000766,-0.060346,0.057535
alpha_loc_6347_pop_0,-0.000184,-0.000401,-0.059038,0.059619
alpha_loc_6348_pop_0,0.000664,0.000389,-0.056953,0.059791
alpha_loc_6349_pop_0,-0.002513,-0.001722,-0.063387,0.055509
alpha_loc_6350_pop_0,-0.000106,0.000036,-0.060900,0.058606
alpha_loc_6351_pop_0,-0.001774,-0.001313,-0.061255,0.056932
alpha_loc_6352_pop_0,0.000147,0.000258,-0.058092,0.058363
alpha_loc_6353_pop_0,0.000319,0.000379,-0.058739,0.059096
alpha_loc_6354_pop_0,0.000623,0.000494,-0.058179,0.059896
alpha_loc_6355_pop_0,-0.002086,-0.001875,-0.062652,0.056611
alpha_loc_6356_pop_0,-0.000365,-0.000209,-0.058872,0.058614
alpha_loc_6357_pop_0,-0.002267,-0.002125,-0.061761,0.055956
alpha_loc_6358_pop_0,0.000578,0.000791,-0.058841,0.059991
alpha_loc_6359_pop_0,-0.002918,-0.002646,-0.063055,0.055506
alpha_loc_6360_pop_0,0.000474,0.000697,-0.059593,0.061444
alpha_loc_6361_pop_0,-0.000502,-0.000361,-0.058651,0.057618
alpha_loc_6362_pop_0,0.001310,0.001173,-0.056225,0.060954
alpha_loc_6363_pop_0,0.001130,0.000408,-0.056629,0.061377
alpha_loc_6364_pop_0,0.000731,0.000770,-0.057572,0.059187
alpha_loc_6365_pop_0,-0.000542,-0.000251,-0.059667,0.059986
alpha_loc_6366_pop_0,-0.002098,-0.001684,-0.061845,0.056598
alpha_loc_6367_pop_0,0.000375,0.000376,-0.059736,0.058215
alpha_loc_6368_pop_0,0.000096,0.000124,-0.060408,0.060321
alpha_loc_6369_pop_0,-0.000864,-0.001006,-0.060107,0.058836
alpha_loc_6370_pop_0,0.001071,0.000920,-0.057169,0.060783
alpha_loc_6371_pop_0,0.000106,0.000228,-0.058319,0.058507
alpha_loc_6372_pop_0,-0.000381,-0.000260,-0.058848,0.058943
alpha_loc_6373_pop_0,-0.001955,-0.001710,-0.062162,0.057746
alpha_loc_6374_pop_0,-0.003069,-0.002415,-0.062875,0.053559
alpha_loc_6375_pop_0,0.000264,0.000209,-0.059662,0.060618
alpha_loc_6376_pop_0,0.001173,0.000760,-0.056114,0.059075
alpha_loc_6377_pop_0,0.000647,0.000580,-0.059016,0.060365
alpha_loc_6378_pop_0,-0.000675,-0.000543,-0.060677,0.057518
alpha_loc_6379_pop_0,0.002132,0.001940,-0.056041,0.062019
alpha_loc_6380_pop_0,0.000691,0.000809,-0.058787,0.061268
alpha_loc_6381_pop_0,-0.000507,-0.000321,-0.059648,0.059200
alpha_loc_6382_pop_0,-0.000707,-0.000259,-0.059138,0.057417
alpha_loc_6383_pop_0,-0.000123,0.000358,-0.059997,0.058755
alpha_loc_6384_pop_0,-0.004609,-0.004273,-0.065944,0.052262
alpha_loc_6385_pop_0,-0.002429,-0.002009,-0.062969,0.055002
alpha_loc_6386_pop_0,0.000839,0.000797,-0.058520,0.061500
alpha_loc_6387_pop_0,0.000391,0.000273,-0.058343,0.058987
alpha_loc_6388_pop_0,0.002259,0.001627,-0.056579,0.063766
alpha_loc_6389_pop_0,0.000514,0.000446,-0.057623,0.059216
alpha_loc_6390_pop_0,0.000338,0.000132,-0.059130,0.061370
alpha_loc_6391_pop_0,0.000490,0.000197,-0.058237,0.059875
alpha_loc_6392_pop_0,-0.000067,-0.000108,-0.059486,0.059783
alpha_loc_6393_pop_0,0.000889,0.000777,-0.058668,0.062984
alpha_loc_6394_pop_0,-0.000200,-0.000066,-0.059138,0.058062
alpha_loc_6395_pop_0,-0.001780,-0.001751,-0.060317,0.057251
alpha_loc_6396_pop_0,0.000153,-0.000210,-0.059011,0.062867
alpha_loc_6397_pop_0,-0.000705,-0.000516,-0.060132,0.059180
alpha_loc_6398_pop_0,0.001613,0.001260,-0.057471,0.060787
alpha_loc_6399_pop_0,-0.000703,-0.000601,-0.060555,0.056616
alpha_loc_6400_pop_0,-0.000425,-0.000406,-0.060691,0.058048
alpha_loc_6401_pop_0,-0.000179,-0.000034,-0.060422,0.059506
alpha_loc_6402_pop_0,-0.000202,-0.000298,-0.059948,0.060780
alpha_loc_6403_pop_0,-0.001185,-0.000968,-0.061655,0.056546
alpha_loc_6404_pop_0,0.000165,0.000441,-0.059437,0.058590
alpha_loc_6405_pop_0,-0.000699,-0.000727,-0.060479,0.058982
alpha_loc_6406_pop_0,-0.000135,0.000127,-0.060968,0.058393
alpha_loc_6407_pop_0,-0.002159,-0.001748,-0.062305,0.056963
