param,mean,median,0.950_CI_LB,0.950_CI_UB
beta_loc_5300_pop_0,0.000026,0.000181,-0.109343,0.105291
beta_loc_5301_pop_0,-0.003024,-0.001944,-0.112124,0.099692
beta_loc_5302_pop_0,0.000057,0.000219,-0.104467,0.106496
beta_loc_5303_pop_0,0.003654,0.002254,-0.098112,0.112627
beta_loc_5304_pop_0,0.004351,0.002304,-0.097680,0.119044
beta_loc_5305_pop_0,0.000979,0.000677,-0.102081,0.104881
beta_loc_5306_pop_0,0.000335,0.000243,-0.109339,0.105406
beta_loc_5307_pop_0,0.004096,0.002231,-0.096132,0.119610
beta_loc_5308_pop_0,-0.000533,-0.000092,-0.109398,0.107923
beta_loc_5309_pop_0,-0.000646,-0.000333,-0.109158,0.105879
beta_loc_5310_pop_0,0.000122,0.000370,-0.108690,0.103370
beta_loc_5311_pop_0,0.001073,0.000385,-0.103578,0.106449
beta_loc_5312_pop_0,-0.000832,0.000312,-0.110089,0.105056
beta_loc_5313_pop_0,-0.000489,-0.000160,-0.106272,0.104707
beta_loc_5314_pop_0,-0.000875,-0.000339,-0.107481,0.102545
beta_loc_5315_pop_0,-0.000265,-0.000249,-0.108203,0.106367
beta_loc_5316_pop_0,0.004218,0.002828,-0.093705,0.114946
beta_loc_5317_pop_0,-0.000089,0.000103,-0.103686,0.106564
beta_loc_5318_pop_0,-0.001645,-0.001232,-0.109252,0.102271
beta_loc_5319_pop_0,0.004344,0.002838,-0.097417,0.115849
beta_loc_5320_pop_0,0.000705,0.000515,-0.106258,0.108073
beta_loc_5321_pop_0,-0.000416,0.000001,-0.109839,0.105964
beta_loc_5322_pop_0,0.001223,0.001228,-0.103694,0.107215
beta_loc_5323_pop_0,-0.000140,-0.000438,-0.102955,0.108187
beta_loc_5324_pop_0,0.001082,0.000348,-0.104828,0.114125
beta_loc_5325_pop_0,-0.000170,-0.000455,-0.104919,0.104855
beta_loc_5326_pop_0,0.001286,0.000845,-0.103723,0.111025
beta_loc_5327_pop_0,-0.000712,-0.000456,-0.109519,0.107473
beta_loc_5328_pop_0,-0.002106,-0.001217,-0.113016,0.103230
beta_loc_5329_pop_0,-0.000618,0.000267,-0.112862,0.107269
beta_loc_5330_pop_0,0.000993,0.000523,-0.101944,0.106751
beta_loc_5331_pop_0,-0.000847,-0.000503,-0.107101,0.103887
beta_loc_5332_pop_0,0.000282,-0.000100,-0.106532,0.109784
beta_loc_5333_pop_0,-0.001050,-0.000507,-0.110191,0.104118
beta_loc_5334_pop_0,-0.000489,-0.000461,-0.108897,0.105085
beta_loc_5335_pop_0,-0.001109,-0.000589,-0.110525,0.106640
beta_loc_5336_pop_0,-0.000148,-0.000173,-0.107275,0.109239
beta_loc_5337_pop_0,-0.000408,-0.000549,-0.108674,0.106743
beta_loc_5338_pop_0,0.000916,0.000292,-0.103467,0.106346
beta_loc_5339_pop_0,0.004624,0.003769,-0.097366,0.115680
beta_loc_5340_pop_0,-0.001671,-0.000949,-0.110414,0.105139
beta_loc_5341_pop_0,-0.004411,-0.002323,-0.114173,0.094501
beta_loc_5342_pop_0,-0.000281,-0.000377,-0.107664,0.107808
beta_loc_5343_pop_0,-0.000564,-0.000502,-0.109976,0.106497
beta_loc_5344_pop_0,-0.000483,0.000098,-0.109929,0.103985
beta_loc_5345_pop_0,0.004033,0.002245,-0.104069,0.119754
beta_loc_5346_pop_0,0.000017,0.000335,-0.108109,0.106590
beta_loc_5347_pop_0,0.000742,0.001112,-0.105445,0.110811
beta_loc_5348_pop_0,0.001563,0.000764,-0.099333,0.108875
beta_loc_5349_pop_0,-0.001196,-0.000716,-0.108516,0.106855
beta_loc_5350_pop_0,-0.000344,-0.000107,-0.106903,0.101672
beta_loc_5351_pop_0,-0.000208,-0.000029,-0.110371,0.109358
beta_loc_5352_pop_0,0.000504,-0.000062,-0.106263,0.108879
beta_loc_5353_pop_0,0.003213,0.002037,-0.095914,0.113873
beta_loc_5354_pop_0,-0.001454,-0.001094,-0.107592,0.103082
beta_loc_5355_pop_0,0.000258,0.000693,-0.104676,0.105740
beta_loc_5356_pop_0,0.001705,0.000689,-0.101945,0.115174
beta_loc_5357_pop_0,0.005389,0.002996,-0.093532,0.123083
beta_loc_5358_pop_0,-0.001636,-0.000049,-0.109786,0.101690
beta_loc_5359_pop_0,-0.000500,0.000003,-0.105688,0.106304
beta_loc_5360_pop_0,0.000436,0.000326,-0.106416,0.107931
beta_loc_5361_pop_0,-0.001246,-0.000886,-0.112293,0.104666
beta_loc_5362_pop_0,0.000200,0.000763,-0.108609,0.108667
beta_loc_5363_pop_0,-0.000080,0.000364,-0.105585,0.106751
beta_loc_5364_pop_0,0.001097,0.000998,-0.106301,0.113051
beta_loc_5365_pop_0,-0.000139,-0.000570,-0.105623,0.106070
beta_loc_5366_pop_0,-0.001841,-0.000968,-0.109019,0.100714
beta_loc_5367_pop_0,-0.000040,-0.000158,-0.104475,0.102692
beta_loc_5368_pop_0,0.005173,0.002835,-0.094854,0.116839
beta_loc_5369_pop_0,0.000813,0.000188,-0.104964,0.110477
beta_loc_5370_pop_0,-0.001303,0.000355,-0.117071,0.102419
beta_loc_5371_pop_0,0.000427,0.000731,-0.107486,0.107926
beta_loc_5372_pop_0,-0.000026,-0.000321,-0.100746,0.106871
beta_loc_5373_pop_0,-0.000321,-0.000401,-0.108311,0.108062
beta_loc_5374_pop_0,-0.000811,-0.001071,-0.107408,0.105934
beta_loc_5375_pop_0,0.002681,0.001021,-0.096187,0.114793
beta_loc_5376_pop_0,-0.000985,-0.000713,-0.111431,0.103106
beta_loc_5377_pop_0,-0.000568,-0.000156,-0.107335,0.104519
beta_loc_5378_pop_0,-0.000230,-0.000582,-0.108313,0.109189
beta_loc_5379_pop_0,-0.002065,-0.001293,-0.112188,0.101929
beta_loc_5380_pop_0,0.001487,0.001457,-0.107435,0.110614
beta_loc_5381_pop_0,-0.002211,-0.001232,-0.111583,0.102960
beta_loc_5382_pop_0,0.000651,0.000114,-0.105817,0.108709
beta_loc_5383_pop_0,0.000275,-0.000406,-0.104411,0.108766
beta_loc_5384_pop_0,-0.001394,-0.000707,-0.108406,0.098806
beta_loc_5385_pop_0,-0.002320,-0.000967,-0.110805,0.100652
beta_loc_5386_pop_0,0.000117,0.000167,-0.107294,0.105769
beta_loc_5387_pop_0,0.000042,0.000100,-0.110779,0.107195
beta_loc_5388_pop_0,-0.000127,-0.000224,-0.106293,0.110782
beta_loc_5389_pop_0,-0.000533,-0.000501,-0.106436,0.105385
beta_loc_5390_pop_0,0.000276,0.000559,-0.108559,0.109278
beta_loc_5391_pop_0,0.000693,0.000767,-0.104882,0.106093
beta_loc_5392_pop_0,-0.001920,-0.001516,-0.107935,0.103516
beta_loc_5393_pop_0,-0.003704,-0.001406,-0.118679,0.097431
beta_loc_5394_pop_0,0.000641,0.000085,-0.105905,0.106883
beta_loc_5395_pop_0,-0.005636,-0.003127,-0.122751,0.092204
beta_loc_5396_pop_0,0.001033,0.000687,-0.105462,0.108186
beta_loc_5397_pop_0,0.000320,-0.000302,-0.105488,0.109636
beta_loc_5398_pop_0,-0.000756,-0.000175,-0.109502,0.102971
beta_loc_5399_pop_0,-0.000431,-0.000135,-0.109288,0.106246
beta_loc_5400_pop_0,0.001266,0.000446,-0.103452,0.114576
beta_loc_5401_pop_0,0.000522,0.000983,-0.111547,0.110630
beta_loc_5402_pop_0,-0.004271,-0.002672,-0.114772,0.094174
beta_loc_5403_pop_0,-0.000064,-0.000034,-0.107649,0.105246
beta_loc_5404_pop_0,0.000535,0.000248,-0.107871,0.108146
beta_loc_5405_pop_0,0.000956,0.000428,-0.104167,0.112014
beta_loc_5406_pop_0,0.000907,0.001099,-0.105983,0.103615
beta_loc_5407_pop_0,0.000371,-0.000301,-0.106629,0.107895
beta_loc_5408_pop_0,-0.000180,-0.000626,-0.107047,0.107944
beta_loc_5409_pop_0,0.000340,0.000429,-0.104913,0.105438
beta_loc_5410_pop_0,0.000491,0.000542,-0.105469,0.105108
beta_loc_5411_pop_0,0.000484,-0.000053,-0.108129,0.106876
beta_loc_5412_pop_0,0.000006,-0.000117,-0.107731,0.109443
beta_loc_5413_pop_0,-0.000424,-0.000122,-0.110804,0.105460
beta_loc_5414_pop_0,0.002583,0.001546,-0.102540,0.110744
beta_loc_5415_pop_0,-0.000206,0.000412,-0.106146,0.101708
beta_loc_5416_pop_0,-0.000127,0.000187,-0.110765,0.108438
beta_loc_5417_pop_0,-0.000020,0.000677,-0.104846,0.100353
beta_loc_5418_pop_0,0.000106,0.000032,-0.109025,0.108489
beta_loc_5419_pop_0,-0.000410,-0.000156,-0.107675,0.103870
beta_loc_5420_pop_0,0.003292,0.002008,-0.100349,0.111652
beta_loc_5421_pop_0,-0.000611,-0.000855,-0.103141,0.109861
beta_loc_5422_pop_0,-0.000512,-0.000418,-0.107815,0.104984
beta_loc_5423_pop_0,0.006814,0.003843,-0.093635,0.127386
beta_loc_5424_pop_0,0.000028,0.000329,-0.105613,0.105127
beta_loc_5425_pop_0,-0.000444,-0.000884,-0.108455,0.109429
beta_loc_5426_pop_0,0.000262,-0.000178,-0.109331,0.106955
beta_loc_5427_pop_0,0.000567,0.000783,-0.104761,0.105200
beta_loc_5428_pop_0,0.000119,-0.000128,-0.104215,0.109806
beta_loc_5429_pop_0,-0.001254,-0.000138,-0.110815,0.101934
beta_loc_5430_pop_0,0.000617,-0.000254,-0.105484,0.111656
beta_loc_5431_pop_0,0.004093,0.002173,-0.095001,0.116192
beta_loc_5432_pop_0,0.000252,0.000328,-0.105526,0.107711
beta_loc_5433_pop_0,-0.000625,-0.000867,-0.110858,0.109418
beta_loc_5434_pop_0,-0.000353,0.000179,-0.109012,0.105659
beta_loc_5435_pop_0,0.000757,0.000499,-0.106567,0.108576
beta_loc_5436_pop_0,-0.003552,-0.002302,-0.114734,0.094213
beta_loc_5437_pop_0,0.004831,0.002865,-0.095687,0.117401
beta_loc_5438_pop_0,-0.002866,-0.001544,-0.114219,0.097839
beta_loc_5439_pop_0,0.000042,0.000394,-0.108324,0.109179
beta_loc_5440_pop_0,0.000797,0.000768,-0.107786,0.107723
beta_loc_5441_pop_0,0.000001,-0.000133,-0.109289,0.106801
beta_loc_5442_pop_0,0.000097,0.000295,-0.104946,0.106696
beta_loc_5443_pop_0,-0.006504,-0.003910,-0.120663,0.091626
beta_loc_5444_pop_0,-0.000098,0.000477,-0.111661,0.104305
beta_loc_5445_pop_0,0.000946,0.000780,-0.104483,0.110012
beta_loc_5446_pop_0,0.000203,0.000221,-0.104487,0.108953
beta_loc_5447_pop_0,0.000726,0.000414,-0.101193,0.109219
beta_loc_5448_pop_0,0.001136,0.000143,-0.104640,0.110474
beta_loc_5449_pop_0,-0.002570,-0.001206,-0.112767,0.098969
beta_loc_5450_pop_0,-0.003433,-0.002208,-0.114373,0.102469
beta_loc_5451_pop_0,0.000215,-0.000405,-0.103933,0.111115
beta_loc_5452_pop_0,0.004208,0.002448,-0.094872,0.118930
beta_loc_5453_pop_0,-0.000730,-0.000437,-0.105784,0.101994
beta_loc_5454_pop_0,-0.001084,-0.000848,-0.111873,0.106023
beta_loc_5455_pop_0,0.000215,-0.000291,-0.104723,0.109113
beta_loc_5456_pop_0,0.000311,0.000384,-0.104898,0.103174
beta_loc_5457_pop_0,-0.005277,-0.003510,-0.117416,0.094325
beta_loc_5458_pop_0,-0.000741,-0.000620,-0.107389,0.109124
beta_loc_5459_pop_0,-0.001178,0.000281,-0.109235,0.102095
beta_loc_5460_pop_0,-0.000534,-0.000642,-0.106651,0.103294
beta_loc_5461_pop_0,-0.000002,0.000277,-0.105544,0.107689
beta_loc_5462_pop_0,-0.002590,-0.001514,-0.111666,0.101296
beta_loc_5463_pop_0,-0.000699,-0.000299,-0.106729,0.104348
beta_loc_5464_pop_0,-0.000889,-0.000748,-0.109179,0.105632
beta_loc_5465_pop_0,-0.003580,-0.002124,-0.117568,0.097856
beta_loc_5466_pop_0,0.001497,0.000519,-0.100790,0.112077
beta_loc_5467_pop_0,-0.000100,0.000163,-0.108262,0.103107
beta_loc_5468_pop_0,-0.000598,0.000457,-0.110833,0.103302
beta_loc_5469_pop_0,-0.000071,0.000041,-0.107065,0.108448
beta_loc_5470_pop_0,0.000216,-0.000068,-0.103467,0.103584
beta_loc_5471_pop_0,0.004476,0.003317,-0.098082,0.119906
beta_loc_5472_pop_0,0.000912,-0.000204,-0.104133,0.112443
beta_loc_5473_pop_0,0.000814,0.000717,-0.104249,0.105681
beta_loc_5474_pop_0,-0.001051,-0.000683,-0.109387,0.104372
beta_loc_5475_pop_0,0.004558,0.002499,-0.096479,0.118862
beta_loc_5476_pop_0,0.001331,0.000711,-0.103618,0.110104
beta_loc_5477_pop_0,0.001712,0.001388,-0.101848,0.110857
beta_loc_5478_pop_0,-0.000320,-0.001006,-0.106258,0.107423
beta_loc_5479_pop_0,-0.000154,-0.000431,-0.106824,0.103589
beta_loc_5480_pop_0,0.003908,0.002334,-0.099452,0.118970
beta_loc_5481_pop_0,-0.002179,-0.001098,-0.113248,0.101339
beta_loc_5482_pop_0,-0.001189,-0.000757,-0.108857,0.106068
beta_loc_5483_pop_0,-0.000443,-0.000531,-0.108571,0.107483
beta_loc_5484_pop_0,-0.000114,0.000479,-0.110815,0.107420
beta_loc_5485_pop_0,-0.000726,-0.000136,-0.112393,0.106094
beta_loc_5486_pop_0,-0.000772,-0.000032,-0.104321,0.102770
beta_loc_5487_pop_0,0.000634,-0.000062,-0.106167,0.107841
beta_loc_5488_pop_0,0.000903,0.000532,-0.108486,0.109486
beta_loc_5489_pop_0,-0.000018,-0.000096,-0.109695,0.106222
beta_loc_5490_pop_0,-0.001322,-0.000572,-0.109681,0.105220
beta_loc_5491_pop_0,0.000897,0.000574,-0.102999,0.111556
beta_loc_5492_pop_0,-0.000514,-0.000624,-0.109513,0.107886
beta_loc_5493_pop_0,0.000136,0.000933,-0.104726,0.103591
beta_loc_5494_pop_0,0.005689,0.003408,-0.092189,0.117704
beta_loc_5495_pop_0,0.000296,0.000363,-0.108737,0.108022
beta_loc_5496_pop_0,0.000145,0.000341,-0.106170,0.107299
beta_loc_5497_pop_0,-0.001525,-0.000834,-0.111036,0.100712
beta_loc_5498_pop_0,-0.007842,-0.004862,-0.126142,0.090724
beta_loc_5499_pop_0,0.000208,-0.000010,-0.106543,0.109007
beta_loc_5500_pop_0,0.004294,0.002333,-0.097618,0.116000
beta_loc_5501_pop_0,-0.000814,-0.000604,-0.108947,0.103314
beta_loc_5502_pop_0,0.000147,0.000049,-0.104371,0.102555
beta_loc_5503_pop_0,-0.000195,-0.000256,-0.105380,0.105681
beta_loc_5504_pop_0,0.000325,-0.000160,-0.106032,0.108206
beta_loc_5505_pop_0,-0.000756,0.000119,-0.109114,0.101851
beta_loc_5506_pop_0,0.000027,-0.000631,-0.107368,0.107763
beta_loc_5507_pop_0,-0.000472,-0.000220,-0.109174,0.104790
beta_loc_5508_pop_0,-0.000123,-0.000076,-0.107751,0.107550
beta_loc_5509_pop_0,-0.000060,-0.000344,-0.108462,0.106178
beta_loc_5510_pop_0,0.000477,0.000145,-0.107187,0.111944
beta_loc_5511_pop_0,0.002796,0.001459,-0.099362,0.106846
beta_loc_5512_pop_0,-0.000713,-0.000410,-0.112005,0.105633
beta_loc_5513_pop_0,0.000223,-0.000069,-0.107222,0.109310
beta_loc_5514_pop_0,0.003073,0.001924,-0.102459,0.114276
beta_loc_5515_pop_0,-0.004640,-0.002694,-0.118314,0.097993
beta_loc_5516_pop_0,-0.000128,-0.000357,-0.110110,0.107783
beta_loc_5517_pop_0,-0.000854,-0.000582,-0.109842,0.105571
beta_loc_5518_pop_0,-0.004023,-0.002722,-0.117028,0.097817
beta_loc_5519_pop_0,-0.000110,-0.000516,-0.106209,0.110323
beta_loc_5520_pop_0,0.000010,0.000048,-0.108633,0.110012
beta_loc_5521_pop_0,-0.000096,0.000186,-0.104608,0.103328
beta_loc_5522_pop_0,0.001751,0.000363,-0.102991,0.112786
beta_loc_5523_pop_0,-0.001190,-0.000530,-0.107336,0.101088
beta_loc_5524_pop_0,-0.000743,-0.000098,-0.107313,0.101733
beta_loc_5525_pop_0,-0.000351,-0.000461,-0.104323,0.103471
beta_loc_5526_pop_0,0.000768,0.000581,-0.106655,0.110406
beta_loc_5527_pop_0,0.000018,0.000090,-0.108737,0.105751
beta_loc_5528_pop_0,-0.000010,0.000686,-0.107509,0.101722
beta_loc_5529_pop_0,-0.000067,-0.000060,-0.105053,0.107200
beta_loc_5530_pop_0,0.000239,-0.000176,-0.108195,0.106688
beta_loc_5531_pop_0,0.003573,0.002953,-0.100070,0.114982
beta_loc_5532_pop_0,-0.000923,-0.000401,-0.103587,0.103865
beta_loc_5533_pop_0,0.000087,-0.000097,-0.108628,0.105880
beta_loc_5534_pop_0,-0.001171,-0.000940,-0.110207,0.103710
beta_loc_5535_pop_0,0.001684,0.001190,-0.100535,0.106379
beta_loc_5536_pop_0,-0.000228,-0.000081,-0.109514,0.108252
beta_loc_5537_pop_0,0.000581,-0.000304,-0.105554,0.109635
beta_loc_5538_pop_0,-0.000921,-0.000356,-0.112719,0.104929
beta_loc_5539_pop_0,0.001303,0.001094,-0.103405,0.113669
beta_loc_5540_pop_0,0.000724,0.000264,-0.105136,0.107481
beta_loc_5541_pop_0,-0.003299,-0.001645,-0.116448,0.097660
beta_loc_5542_pop_0,-0.000297,0.000115,-0.106234,0.108810
beta_loc_5543_pop_0,-0.001236,-0.001252,-0.111743,0.103430
beta_loc_5544_pop_0,-0.003576,-0.002551,-0.114683,0.098589
beta_loc_5545_pop_0,-0.000633,-0.000474,-0.106702,0.107700
beta_loc_5546_pop_0,-0.000720,0.000376,-0.112758,0.103879
beta_loc_5547_pop_0,0.001028,0.000015,-0.100996,0.110053
beta_loc_5548_pop_0,-0.000625,-0.000657,-0.107667,0.108588
beta_loc_5549_pop_0,-0.004322,-0.003001,-0.116492,0.098848
beta_loc_5550_pop_0,-0.000657,-0.000905,-0.107651,0.106967
beta_loc_5551_pop_0,-0.003940,-0.001996,-0.117505,0.097718
beta_loc_5552_pop_0,0.000032,0.000130,-0.109278,0.106305
beta_loc_5553_pop_0,-0.001509,-0.000629,-0.112395,0.106442
beta_loc_5554_pop_0,-0.000197,-0.000182,-0.108128,0.107526
beta_loc_5555_pop_0,0.002519,0.001701,-0.103778,0.111422
beta_loc_5556_pop_0,0.001884,0.000958,-0.101572,0.111650
beta_loc_5557_pop_0,-0.001634,-0.001228,-0.107229,0.101653
beta_loc_5558_pop_0,-0.008144,-0.004624,-0.133004,0.088298
beta_loc_5559_pop_0,0.003739,0.002027,-0.097969,0.115799
beta_loc_5560_pop_0,0.004595,0.002839,-0.097040,0.123264
beta_loc_5561_pop_0,-0.000374,-0.000136,-0.107017,0.107952
beta_loc_5562_pop_0,-0.001027,-0.000826,-0.108194,0.106407
beta_loc_5563_pop_0,-0.000353,-0.000571,-0.108283,0.105633
beta_loc_5564_pop_0,0.000546,0.000767,-0.109437,0.106698
beta_loc_5565_pop_0,0.006600,0.004014,-0.090286,0.124712
beta_loc_5566_pop_0,0.000251,-0.000114,-0.103642,0.110863
beta_loc_5567_pop_0,-0.000191,0.000632,-0.105413,0.107246
beta_loc_5568_pop_0,-0.000193,-0.000590,-0.103920,0.109279
beta_loc_5569_pop_0,-0.000883,-0.000679,-0.107292,0.105571
beta_loc_5570_pop_0,0.003969,0.001804,-0.100339,0.117675
beta_loc_5571_pop_0,0.000277,0.000484,-0.110869,0.111637
beta_loc_5572_pop_0,0.001483,0.000976,-0.106222,0.110366
beta_loc_5573_pop_0,-0.000273,0.000298,-0.105418,0.100841
beta_loc_5574_pop_0,0.000071,0.000217,-0.107399,0.107742
beta_loc_5575_pop_0,0.000641,0.000172,-0.107620,0.109945
beta_loc_5576_pop_0,0.000944,0.000323,-0.102199,0.110118
beta_loc_5577_pop_0,0.000180,0.000195,-0.105568,0.108118
beta_loc_5578_pop_0,0.001060,0.000921,-0.109441,0.111093
beta_loc_5579_pop_0,-0.000610,-0.000425,-0.106617,0.106942
beta_loc_5580_pop_0,-0.000441,-0.000428,-0.112573,0.108161
beta_loc_5581_pop_0,-0.000047,-0.000190,-0.109251,0.109414
beta_loc_5582_pop_0,-0.000265,0.000181,-0.108175,0.103371
beta_loc_5583_pop_0,0.000572,0.000216,-0.107715,0.109957
beta_loc_5584_pop_0,-0.000970,-0.000736,-0.107603,0.104891
beta_loc_5585_pop_0,0.005253,0.003151,-0.096554,0.118078
beta_loc_5586_pop_0,-0.001037,-0.000252,-0.113165,0.106139
beta_loc_5587_pop_0,-0.000067,-0.000554,-0.106166,0.107330
beta_loc_5588_pop_0,0.000824,0.000521,-0.102569,0.104369
beta_loc_5589_pop_0,0.001266,0.000882,-0.103068,0.109071
beta_loc_5590_pop_0,-0.000768,-0.000562,-0.107137,0.105707
beta_loc_5591_pop_0,-0.001014,-0.001046,-0.110210,0.102828
beta_loc_5592_pop_0,-0.000198,-0.000399,-0.109430,0.109245
beta_loc_5593_pop_0,-0.001750,-0.000596,-0.111903,0.102563
beta_loc_5594_pop_0,0.000090,0.000189,-0.105960,0.108603
beta_loc_5595_pop_0,-0.002347,-0.000847,-0.111426,0.101546
beta_loc_5596_pop_0,0.001013,0.000475,-0.106629,0.110727
beta_loc_5597_pop_0,0.000029,-0.000035,-0.105060,0.105866
beta_loc_5598_pop_0,-0.001359,-0.000395,-0.115304,0.108125
beta_loc_5599_pop_0,-0.000003,-0.001176,-0.106567,0.109831
beta_loc_5600_pop_0,-0.000490,0.000068,-0.105852,0.104420
beta_loc_5601_pop_0,0.002038,0.001224,-0.104237,0.112806
beta_loc_5602_pop_0,0.000561,0.000679,-0.106534,0.103413
beta_loc_5603_pop_0,0.000500,0.000519,-0.102958,0.108656
beta_loc_5604_pop_0,-0.000529,-0.000133,-0.106024,0.106353
beta_loc_5605_pop_0,-0.000403,0.000046,-0.109528,0.106124
beta_loc_5606_pop_0,-0.000244,0.000048,-0.108835,0.104317
beta_loc_5607_pop_0,0.000111,0.000011,-0.107404,0.104196
beta_loc_5608_pop_0,0.000309,0.000340,-0.105290,0.108933
beta_loc_5609_pop_0,-0.001395,-0.000854,-0.110919,0.106962
beta_loc_5610_pop_0,-0.000013,-0.000035,-0.109702,0.112200
beta_loc_5611_pop_0,0.006068,0.003275,-0.092787,0.121787
beta_loc_5612_pop_0,0.000227,0.000312,-0.106252,0.102982
beta_loc_5613_pop_0,0.000049,-0.000138,-0.109814,0.107050
beta_loc_5614_pop_0,-0.000973,-0.000498,-0.110124,0.103268
beta_loc_5615_pop_0,-0.002353,-0.001452,-0.107885,0.102471
beta_loc_5616_pop_0,-0.007308,-0.004371,-0.125502,0.090424
beta_loc_5617_pop_0,0.001448,0.001031,-0.103140,0.109114
beta_loc_5618_pop_0,-0.001480,-0.001012,-0.109279,0.104013
beta_loc_5619_pop_0,-0.000513,-0.000393,-0.107065,0.110289
beta_loc_5620_pop_0,0.000115,0.000237,-0.108444,0.108784
beta_loc_5621_pop_0,0.007212,0.004630,-0.091645,0.125901
beta_loc_5622_pop_0,-0.000255,-0.000229,-0.107269,0.108250
beta_loc_5623_pop_0,0.000449,0.000391,-0.106859,0.110047
beta_loc_5624_pop_0,0.000458,0.000177,-0.106332,0.112812
beta_loc_5625_pop_0,0.002082,0.001067,-0.100741,0.113658
beta_loc_5626_pop_0,0.001070,0.000560,-0.104854,0.108951
beta_loc_5627_pop_0,0.000748,0.000422,-0.105014,0.108918
beta_loc_5628_pop_0,0.000693,0.000619,-0.105114,0.109607
beta_loc_5629_pop_0,-0.001995,-0.001228,-0.109723,0.099653
beta_loc_5630_pop_0,-0.000606,-0.000167,-0.112511,0.110134
beta_loc_5631_pop_0,0.000405,0.000399,-0.106155,0.108090
beta_loc_5632_pop_0,-0.000459,0.000135,-0.107956,0.106164
beta_loc_5633_pop_0,0.000463,0.000143,-0.104479,0.108539
beta_loc_5634_pop_0,0.000752,0.000455,-0.104543,0.109374
beta_loc_5635_pop_0,0.000248,-0.000438,-0.103968,0.106753
beta_loc_5636_pop_0,0.000820,0.000154,-0.101983,0.106957
beta_loc_5637_pop_0,-0.001773,-0.000729,-0.113665,0.102751
beta_loc_5638_pop_0,-0.000305,0.000176,-0.105562,0.104796
beta_loc_5639_pop_0,0.000812,0.000104,-0.104341,0.108510
beta_loc_5640_pop_0,0.000099,0.000006,-0.100851,0.105780
beta_loc_5641_pop_0,-0.003697,-0.002099,-0.111166,0.095830
beta_loc_5642_pop_0,-0.000108,-0.000385,-0.107632,0.108240
beta_loc_5643_pop_0,0.000035,0.000093,-0.107140,0.105563
beta_loc_5644_pop_0,-0.003024,-0.001985,-0.112610,0.105804
beta_loc_5645_pop_0,0.000376,0.000051,-0.108248,0.106026
beta_loc_5646_pop_0,0.000532,0.000429,-0.104744,0.106765
beta_loc_5647_pop_0,-0.000297,-0.000443,-0.109304,0.106586
beta_loc_5648_pop_0,0.000090,0.000063,-0.103688,0.106623
beta_loc_5649_pop_0,0.001563,0.001598,-0.104514,0.109098
beta_loc_5650_pop_0,-0.000049,-0.000361,-0.110312,0.104453
beta_loc_5651_pop_0,-0.000274,-0.000020,-0.106424,0.103527
beta_loc_5652_pop_0,0.000221,-0.000326,-0.103527,0.104077
beta_loc_5653_pop_0,0.000952,0.000525,-0.105288,0.112804
beta_loc_5654_pop_0,-0.001932,-0.000949,-0.112530,0.098810
beta_loc_5655_pop_0,-0.000006,0.000161,-0.106565,0.106016
beta_loc_5656_pop_0,-0.002852,-0.002096,-0.113275,0.098668
beta_loc_5657_pop_0,-0.000968,-0.000718,-0.107689,0.104027
beta_loc_5658_pop_0,0.000082,0.000081,-0.106045,0.106489
beta_loc_5659_pop_0,0.000085,-0.000297,-0.103987,0.106798
beta_loc_5660_pop_0,-0.001357,-0.000932,-0.108400,0.101494
beta_loc_5661_pop_0,0.005773,0.004189,-0.096091,0.123894
beta_loc_5662_pop_0,-0.002764,-0.001699,-0.115641,0.100902
beta_loc_5663_pop_0,-0.004965,-0.003547,-0.118561,0.099807
beta_loc_5664_pop_0,-0.000814,-0.000362,-0.105451,0.105640
beta_loc_5665_pop_0,0.000484,0.000517,-0.104950,0.108532
beta_loc_5666_pop_0,0.000159,-0.000792,-0.104503,0.105726
beta_loc_5667_pop_0,0.000393,0.000365,-0.104846,0.106222
beta_loc_5668_pop_0,-0.000357,0.000180,-0.108410,0.108266
beta_loc_5669_pop_0,0.000372,0.000298,-0.103274,0.108324
beta_loc_5670_pop_0,-0.001643,-0.001058,-0.111045,0.103377
beta_loc_5671_pop_0,0.003715,0.002024,-0.098174,0.118192
beta_loc_5672_pop_0,0.005418,0.002914,-0.097036,0.122915
beta_loc_5673_pop_0,-0.000758,-0.000722,-0.108500,0.105745
beta_loc_5674_pop_0,-0.000619,-0.000749,-0.106127,0.105733
beta_loc_5675_pop_0,0.000015,0.000012,-0.103497,0.107037
beta_loc_5676_pop_0,0.002488,0.001526,-0.099973,0.109052
beta_loc_5677_pop_0,-0.000445,-0.000042,-0.107979,0.100290
beta_loc_5678_pop_0,0.000845,0.000648,-0.107555,0.105892
beta_loc_5679_pop_0,-0.000207,0.000077,-0.109035,0.106681
beta_loc_5680_pop_0,0.000289,0.000038,-0.107576,0.109829
beta_loc_5681_pop_0,0.003286,0.002002,-0.100559,0.116434
beta_loc_5682_pop_0,0.001391,0.000677,-0.103880,0.110102
beta_loc_5683_pop_0,0.000398,0.000315,-0.103679,0.104767
beta_loc_5684_pop_0,-0.000097,0.000109,-0.107902,0.106098
beta_loc_5685_pop_0,0.000076,0.000486,-0.108055,0.103016
beta_loc_5686_pop_0,-0.000110,-0.000509,-0.107549,0.111348
beta_loc_5687_pop_0,0.004332,0.002979,-0.102255,0.115437
